Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço;Nota Geral;Qtd. Avaliações;País;Data Comentário;Nota Comentário;Comentário;Link
24;9;Apps e Jogos;B00BFBSV72;Nome não encontrado;43,61;N/A;N/A;Brasil;15/01/2015;1;Mesmo com os requisitos necessários para execução, o app travou. Dessa forma não tenho certeza de como seja, mas só essa informação preliminar já dá uma noção...;https://www.amazon.com.br/dp/B00BFBSV72
24;9;Apps e Jogos;B00BFBSV72;Nome não encontrado;43,61;N/A;N/A;Brasil;11/04/2014;4;Um bom passatempo, há que se ter habilidade para ir passando as fases do jogo. Melhor para jogar utilizando um tablet.;https://www.amazon.com.br/dp/B00BFBSV72
24;9;Apps e Jogos;B00BFBSV72;Nome não encontrado;43,61;N/A;N/A;Brasil;02/10/2014;3;Mas nao deixa vc ouvir musica enquanto joga, ou vc ouve o sons do jogo ou nada. Caiu na avalição por causa disso.;https://www.amazon.com.br/dp/B00BFBSV72
24;9;Apps e Jogos;B00BFBSV72;Nome não encontrado;43,61;N/A;N/A;Brasil;30/11/2014;1;Não gostei nem um pouco os gráficos são muito ruins jogo bem sem graça. Não vale apena baixar nem de graça.;https://www.amazon.com.br/dp/B00BFBSV72
24;9;Apps e Jogos;B00BFBSV72;Nome não encontrado;43,61;N/A;N/A;Brasil;11/04/2014;4;Típico jogo para passar o tempo esperando para ser atendido. É divertido e rápido. Melhor ainda por estar gratuito na amazon.;https://www.amazon.com.br/dp/B00BFBSV72
24;9;Apps e Jogos;B00BFBSV72;Nome não encontrado;43,61;N/A;N/A;N/A;Avaliado na França em 10 de outubro de 2014;N/A;Pas mal comme petit jeu. Mais je donne cette note car je l'ai eu gratuit car si on doit le payer Ehhhhhh comment dire, je change ma note ça c'est sûr.;https://www.amazon.com.br/dp/B00BFBSV72
24;9;Apps e Jogos;B00BFBSV72;Nome não encontrado;43,61;N/A;N/A;N/A;Avaliado na Alemanha em 28 de maio de 2021;N/A;Sehr gutes Spiel sehr gutes Grafik sehr gutes Level da kann ich nichts dazu sagen außer sehr gut gemacht! Das Spiel werde ich ein anderen weiterempfehlen.;https://www.amazon.com.br/dp/B00BFBSV72
24;9;Apps e Jogos;B00BFBSV72;Nome não encontrado;43,61;N/A;N/A;N/A;Avaliado na Austrália em 24 de maio de 2014;N/A;Great game, provides plenty of fun for everyone and the best thing was it was free!  If you have not played Sonic before, come out from under the rock and get into it!;https://www.amazon.com.br/dp/B00BFBSV72
25;10;Apps e Jogos;B0DRD85GFT;Nome não encontrado;43,61;N/A;N/A;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0DRD85GFT
26;11;Apps e Jogos;B0D4QFXF2D;Nome não encontrado;113,38;N/A;N/A;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0D4QFXF2D
27;12;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;N/A;N/A;Brasil;01/02/2025;5;Muito bom;https://www.amazon.com.br/dp/B0BY31TH4N
27;12;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;N/A;N/A;Canadá;17/08/2024;N/A;Charged me over 10 dollars for this app and still has loads of ads. Not impressed.;https://www.amazon.com.br/dp/B0BY31TH4N
27;12;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;N/A;N/A;Japão;29/05/2024;N/A;流行りのマイクラ風なので、子供たちは満足気にプレーしていました。;https://www.amazon.com.br/dp/B0BY31TH4N
27;12;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;N/A;N/A;N/A;Avaliado nos Estados Unidos em 6 de fevereiro de 2025;N/A;My son got it on his tablet says he loves it;https://www.amazon.com.br/dp/B0BY31TH4N
27;12;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;N/A;N/A;N/A;Avaliado na Alemanha em 16 de fevereiro de 2025;N/A;Ein gutes Spiel kann vorallen auf langen Autofahrten gut unterhalten;https://www.amazon.com.br/dp/B0BY31TH4N
27;12;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;N/A;N/A;Reino Unido;11/09/2025;N/A;Kids love It keeps them entertained for a while;https://www.amazon.com.br/dp/B0BY31TH4N
27;12;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;N/A;N/A;N/A;Avaliado nos Estados Unidos em 1 de agosto de 2024;N/A;Not a good game at all! Too many adds;https://www.amazon.com.br/dp/B0BY31TH4N
27;12;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;N/A;N/A;Reino Unido;27/08/2024;N/A;"Terrible game. It is full of ads. My 7 year old son managed to buy it unbeknownst to me. Fortunately I played it before him. The very first instruction once you get past 6 ads, is ""kill the enemies to get points"". What an awful thing for a 7 year old to read.  I've deleted this app now. I wish I could get a refund.";https://www.amazon.com.br/dp/B0BY31TH4N
27;12;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;N/A;N/A;N/A;Avaliado na Alemanha em 2 de outubro de 2025;N/A;Mein Sohn von 5 Jahren hat dieses Spiel versehentlich runter geladen.Ich hätte gerne mein Geld zurück.;https://www.amazon.com.br/dp/B0BY31TH4N
27;12;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;N/A;N/A;Reino Unido;20/06/2024;N/A;Paid over £6 and game has ads;https://www.amazon.com.br/dp/B0BY31TH4N
28;13;Apps e Jogos;B0FQZSWQGB;Nome não encontrado;Preço não disponível;N/A;N/A;Reino Unido;02/01/2026;N/A;Awful to navigate not much content;https://www.amazon.com.br/dp/B0FQZSWQGB
28;13;Apps e Jogos;B0FQZSWQGB;Nome não encontrado;Preço não disponível;N/A;N/A;N/A;Avaliado na Alemanha em 21 de dezembro de 2025;N/A;Schlechte App.;https://www.amazon.com.br/dp/B0FQZSWQGB
28;13;Apps e Jogos;B0FQZSWQGB;Nome não encontrado;Preço não disponível;N/A;N/A;Reino Unido;20/12/2025;N/A;Don’t bother. Awful.;https://www.amazon.com.br/dp/B0FQZSWQGB
29;14;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;N/A;N/A;N/A;Avaliado nos Estados Unidos em 13 de dezembro de 2025;N/A;A mi hija le encanto gracias;https://www.amazon.com.br/dp/B0C8PG4M21
29;14;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;N/A;N/A;Reino Unido;09/06/2024;N/A;Thank you girl love play games;https://www.amazon.com.br/dp/B0C8PG4M21
29;14;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;N/A;N/A;N/A;Avaliado na Alemanha em 26 de dezembro de 2023;N/A;Das Spiel wurde versehentlich von meiner Tochter runter geladen. Eine Stornierung ist leider nicht möglich. Habe das Spiel mir mal angeschaut, definitiv keine 10 Euro wert.;https://www.amazon.com.br/dp/B0C8PG4M21
29;14;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;N/A;N/A;Canadá;02/09/2023;N/A;My granddaughter loves hello  kitty games all are a five star;https://www.amazon.com.br/dp/B0C8PG4M21
29;14;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;N/A;N/A;N/A;Avaliado na França em 15 de agosto de 2024;N/A;Bien;https://www.amazon.com.br/dp/B0C8PG4M21
29;14;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;N/A;N/A;N/A;Avaliado nos Estados Unidos em 4 de novembro de 2025;N/A;Christmas gift;https://www.amazon.com.br/dp/B0C8PG4M21
29;14;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;N/A;N/A;Reino Unido;13/07/2024;N/A;"My special needs Daughter loves this game ,so going by her recommendation ( I Don't play . ) It's a hit for her ;-)";https://www.amazon.com.br/dp/B0C8PG4M21
29;14;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;N/A;N/A;Canadá;25/05/2025;N/A;No sound on this game. No idea how to fix.;https://www.amazon.com.br/dp/B0C8PG4M21
29;14;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;N/A;N/A;Reino Unido;11/02/2024;N/A;Easy game to keep your wee one for a while;https://www.amazon.com.br/dp/B0C8PG4M21
29;14;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;N/A;N/A;N/A;Avaliado nos Estados Unidos em 11 de novembro de 2025;N/A;No stars if I could it is a pointless game. Waste of money!;https://www.amazon.com.br/dp/B0C8PG4M21
30;15;Apps e Jogos;B0141KIMPE;Nome não encontrado;43,61;N/A;N/A;Brasil;07/08/2025;1;-;https://www.amazon.com.br/dp/B0141KIMPE
31;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.730;Brasil;03/01/2026;5;O resultado do produto é muito satisfatório!Ainda ficaram uma marcas, mas acredito que com uma segunda aplicação resolva. De 100% tirou algo em torno de 80/85%. Tendo em observação que o o carro se encontrava com uma capa de couro a 6 anos, as marcas que ficaram pode ser encardido, mas deixando claro que o produto vale a pena!;https://www.amazon.com.br/dp/B076X7T368
31;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.730;Brasil;11/01/2026;5;Muito bom! Limpa bem!;https://www.amazon.com.br/dp/B076X7T368
31;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.730;Brasil;09/12/2025;4;O produto limpa, mas o cheiro é forte.;https://www.amazon.com.br/dp/B076X7T368
31;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.730;Brasil;07/01/2026;5;Produto excelente, limpa mesmo e de fácil manuseio;https://www.amazon.com.br/dp/B076X7T368
31;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.730;Brasil;07/01/2026;5;O produto é bom. Retirou bem a sujeira.;https://www.amazon.com.br/dp/B076X7T368
31;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.730;Brasil;17/12/2025;3;Bom custo benefício;https://www.amazon.com.br/dp/B076X7T368
31;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.730;Brasil;29/12/2025;5;Para limpar sujeira pesada não deu, mas coisas mais simples mto bom;https://www.amazon.com.br/dp/B076X7T368
31;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.730;Brasil;11/01/2026;5;Ótimo resultado na limpeza de tênis, estofados etc, recomendo;https://www.amazon.com.br/dp/B076X7T368
31;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.730;Brasil;06/01/2026;5;Muito bom para limpeza diária - é um pouco mais caro que os demais produtos de limpeza. Mas se você procura algo rápido e eficiente, esse é o produto.Vale muito apena ter pelo menos uns dois frascos no armário para emergencias e facilidades.;https://www.amazon.com.br/dp/B076X7T368
31;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.730;Brasil;09/01/2026;5;Muito boa uso para limpar meu sofá gosto bastante;https://www.amazon.com.br/dp/B076X7T368
32;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;108,99;4,5;3.186;Brasil;28/11/2025;5;Aspirador bacana, super prático.Ultilizo direto na aspiração do carro.Boa potência, boa sucção. Estou muito satisfeito com a compra.;https://www.amazon.com.br/dp/B0CLDRS18S
32;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;108,99;4,5;3.186;Brasil;16/12/2025;5;"Produto de muito boa qualidade construtiva, apresentando acessórios úteis e design prático e de bom tamanho, adequado para usar e guardar no carro. Como é movido pela bateria do carro, via tomada própria para conexão no ""acendedor de cigarros"" o limite de uso é a bateria do veículo (horas). Ele não esquenta mesmo sendo usado por mais de uma hora continuamente e seu poder de sucção, ainda que não seja comparável a um aspirador residencial, é bem mais forte e constante que os de produtos similares - sobretudo os movidos à bateria. O cabo de energia possui comprimento adequado para limpar o carro todo. Seu reservatório possui bom tamanho e conta com filtro eficiente e fácil de retirar e lavar quando necessário. Gostei muito do produto, muito superior aos similares disponí'veis no mercado - especialmente os importados movidos à bateria que não duram 15 min de uso e não possuem força de sucção.";https://www.amazon.com.br/dp/B0CLDRS18S
32;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;108,99;4,5;3.186;Brasil;30/09/2025;4;Um ótimo produto, boa sucção, o acessório da escova é ótimo para tirar pelos de cães e gatos do forro do carro, os bicos alcançam qualquer canto debaixo dos bancos, o único ponto negativo é que pro motor do aspirador funcionar a 100% é preciso dar partida no motor do carro. Mas fora isso é muito útil pra fazer pequenas limpezas. para limpezas mais pesadas eu recomendo outros modelos de tomada, já que o uso prolongado pode esgotar a bateria do veiculo;https://www.amazon.com.br/dp/B0CLDRS18S
32;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;108,99;4,5;3.186;Brasil;06/01/2026;5;Produto potente e excelente custo beneficio!;https://www.amazon.com.br/dp/B0CLDRS18S
32;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;108,99;4,5;3.186;Brasil;16/12/2025;5;Excelente 👏🏾👏🏾👏🏾 O cabo é bem extenso, dá para usar no assoalho e bancos traseiros e ainda sobra (meu carro gol 2021). Produto é compacto oque permite alcançar espaços apertados como na parte de baixo dos bancos, porém acompanha acessórios que também auxilia muito. A potência pelo tamanho é ótima.Chegou com 1 dia de antecedência ao cronograma, com embalagem original.;https://www.amazon.com.br/dp/B0CLDRS18S
32;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;108,99;4,5;3.186;Brasil;08/01/2026;5;Maravilhoso , consegui deixar meu carro limpo.;https://www.amazon.com.br/dp/B0CLDRS18S
32;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;108,99;4,5;3.186;Brasil;30/12/2025;5;Gostei do aspirador. É para uso no carro porque o cabo liga no acendedor. Tem boa velocidade, bom tamanho e acessórios diferentes para usar como aspirador, escova e polidor.;https://www.amazon.com.br/dp/B0CLDRS18S
32;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;108,99;4,5;3.186;Brasil;02/12/2025;3;O produto em si é muito bom mas quando eu comprei achei que usar ele ligado no carro seria opcional. Achei que tinha bateria e poderia usar sem fio. Porém, é um produto que só funciona ligado no carro, se vc estiver procurando um produto para aspirar apenas o carro é excelente, boa potência e limpa bem. Porém, eu solicitei a troca pois queria usar em casa em varias cômodos. Foi um erro meu mesmo de compra, entao fiquem atentos para onde querem usar.;https://www.amazon.com.br/dp/B0CLDRS18S
32;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;108,99;4,5;3.186;Brasil;11/01/2026;5;Estou a bastante tempo com este aspirador portátil e digo é muito bom. Aspira as sujeiras mais pequenas, como farelo de pão, devido as pontas que acompanham o produto.;https://www.amazon.com.br/dp/B0CLDRS18S
32;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;108,99;4,5;3.186;Brasil;26/12/2025;5;É bom. Mas se o carro estiver muito sujo para uma melhor eficiência fique limpando. Ele não é tão potente. Então é bom usar uma escova no carpete para juntar a sujeira e só depois aspirar. Notei que ele não funciona bem se estiver com muita sujeira então sempre limpado ele.;https://www.amazon.com.br/dp/B0CLDRS18S
33;3;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39;4;29;Brasil;29/12/2025;5;Ótimo custo benefício, realmente cumpre o anúncio e super recomendo.;https://www.amazon.com.br/dp/B0FWNKVTSN
33;3;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39;4;29;Brasil;05/11/2025;4;Muito bom 😊;https://www.amazon.com.br/dp/B0FWNKVTSN
33;3;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39;4;29;Brasil;24/12/2025;5;Chegou bem embalado e em perfeito estado. Meu carro é um Stilo e ficou bem na conta certa. De primeira tive um pouco de dificuldade pra abrir ele no lugar certo, mas com jeito você consegue. As laterais de cima não colam, então você precisa prender com os parasois do carro. Somente as costuras nas astes parecem um pouco frágeis então não parece quem tem uma durabilidade tão longa. No mais foi um bom custo-benefício.;https://www.amazon.com.br/dp/B0FWNKVTSN
33;3;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39;4;29;Brasil;03/12/2025;3;Produto é difícil de se manusear. Abrir e principalmente fechar pra guardar...;https://www.amazon.com.br/dp/B0FWNKVTSN
33;3;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39;4;29;Brasil;07/01/2026;5;Perfeito, cobre todo o painel do carro, suavizando um pouco o calor no interior do veículo. Eu recomendo.;https://www.amazon.com.br/dp/B0FWNKVTSN
33;3;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39;4;29;Brasil;03/12/2025;1;Não vale nada, não fica seguro no pára-brisa;https://www.amazon.com.br/dp/B0FWNKVTSN
33;3;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39;4;29;Brasil;26/12/2025;5;"Esse ""guarda-chuva"" é muito bom, é bem mais grosso e forte do que o último que comprei.";https://www.amazon.com.br/dp/B0FWNKVTSN
33;3;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39;4;29;Brasil;08/11/2025;4;usei hoje pela primeira vez. me parece que vai ser muito util;https://www.amazon.com.br/dp/B0FWNKVTSN
33;3;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39;4;29;Brasil;06/01/2026;5;Ótimo produto. Recomendo.;https://www.amazon.com.br/dp/B0FWNKVTSN
33;3;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39;4;29;Brasil;28/12/2025;5;Produto muito bom, de ótima qualidade parece ter uma boa durabilidade. Muito prático, ocupa pouco espaço dar pra guardar tranquilo.;https://www.amazon.com.br/dp/B0FWNKVTSN
34;4;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;34,11;4,8;2.291;Brasil;30/11/2025;5;bom produto, rende, cheiro de desinfetante;https://www.amazon.com.br/dp/B08VBK2Z35
34;4;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;34,11;4,8;2.291;Brasil;21/12/2025;5;Produto de excelente qualidade. Usei para limpeza de sofá e retirou até manchas antigas. Aspirei todo o sofá, daí apliquei ele, que aliás, tem um excelente borrifador, pois sai uma névoa de produto. Deixei agir por 10 minutos e fui escovar, bem delicadamente. Retirei o produto com pano molhado, pois a névoa que sai não deixa o sofá encharcado. Infelizmente não tenho extratora, mas coloquei o ventilador para secar o sofá e ficou ótimo. Levou cerca de 6 horas para secar por completo.;https://www.amazon.com.br/dp/B08VBK2Z35
34;4;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;34,11;4,8;2.291;Brasil;23/12/2025;5;Usei pela primeira vez e o resultado é assustadoramente bom. É realmente muito eficiente em estofados. Sem força, poucos esfregões e a esponja removeu tudo em segundos.;https://www.amazon.com.br/dp/B08VBK2Z35
34;4;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;34,11;4,8;2.291;Brasil;22/12/2025;5;Cara, o negócio é brabo mesmo. Excelente limpador, tirou risco de caneta rosa do forro da porta com muita facilidade. Serve tanto para carro como para casa, sofá e tal, e deixa um cheiro bem agradável e duradouro;https://www.amazon.com.br/dp/B08VBK2Z35
34;4;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;34,11;4,8;2.291;Brasil;06/01/2026;5;Uso esse produto há anos e ele é maravilhoso. Tenho uma cadeira gamer que utilizo diaramente há 4 anos que continua praticamente nova graças a este produto. Ele também tem um cheiro muito bom e agradável, uso pra limpar absolutamente tudo em casa!;https://www.amazon.com.br/dp/B08VBK2Z35
34;4;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;34,11;4,8;2.291;Brasil;26/12/2025;5;Excelente produto, linha vonixx não tem como falar mal, recomendadissimo!!!;https://www.amazon.com.br/dp/B08VBK2Z35
34;4;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;34,11;4,8;2.291;Brasil;23/11/2025;4;Tira sujeira leve mas algo mais sério acredito que não vai dar conta. Mas pra mim atendeu pra tirar sujeira de maquiagem das lindas mãos da minha esposa kkk;https://www.amazon.com.br/dp/B08VBK2Z35
34;4;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;34,11;4,8;2.291;Brasil;01/01/2026;5;Produto bom e bem cheiroso;https://www.amazon.com.br/dp/B08VBK2Z35
34;4;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;34,11;4,8;2.291;Brasil;10/01/2026;5;Excelente produto para limpeza multiúso. Limpa qualquer coisa sem danificar.;https://www.amazon.com.br/dp/B08VBK2Z35
34;4;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;34,11;4,8;2.291;Brasil;04/01/2026;5;Muito bom usei no estofado do carro e limpou com facilidade, recomendo;https://www.amazon.com.br/dp/B08VBK2Z35
35;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,6;4,6;2.084;Brasil;23/12/2025;5;Produto de courino, veda muito bem a fresta da porta. Tive que cortar uma parte por ser maior do que a porta.;https://www.amazon.com.br/dp/B09N9TYTSJ
35;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,6;4,6;2.084;Brasil;09/01/2026;5;bom, funciona e barato.;https://www.amazon.com.br/dp/B09N9TYTSJ
35;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,6;4,6;2.084;Brasil;29/12/2025;5;Produto de boa qualidade, atende bem ao propósito! Veda a passagem de poeira, insetos e ajuda a conter ruídos…;https://www.amazon.com.br/dp/B09N9TYTSJ
35;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,6;4,6;2.084;Brasil;11/12/2025;4;O material não é dos melhores. Também o acabamento deixou a desejar. Mas, pelo preço está ok. Cumpre o objetivo.;https://www.amazon.com.br/dp/B09N9TYTSJ
35;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,6;4,6;2.084;Brasil;05/01/2026;5;Material bom. Só deu um pouquinho de trabalho para instalar, porque a porta é bem rente ao chão,  mas consegui.;https://www.amazon.com.br/dp/B09N9TYTSJ
35;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,6;4,6;2.084;Brasil;27/12/2025;5;Muito bem acabado e preenche toda a extensão da parte de baixo da porta;https://www.amazon.com.br/dp/B09N9TYTSJ
35;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,6;4,6;2.084;Brasil;15/12/2025;5;Chegou super rápido e é bem fácil de colocar. Não sei se melhora em questão do barulho, porque é bem silencioso aqui mas em relação a poeira ajuda muito!;https://www.amazon.com.br/dp/B09N9TYTSJ
35;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,6;4,6;2.084;Brasil;21/12/2025;3;Qualidade regilar;https://www.amazon.com.br/dp/B09N9TYTSJ
35;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,6;4,6;2.084;Brasil;06/01/2026;5;ótimo pra evitar entrada de insetos em casa! deu certinho na minha porta;https://www.amazon.com.br/dp/B09N9TYTSJ
35;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,6;4,6;2.084;Brasil;07/01/2026;5;Produto de ótima qualidade, já comprei uns 6!;https://www.amazon.com.br/dp/B09N9TYTSJ
36;6;Automotivo;B07WZQC1NJ;CAPACETE ABERTO PRO TORK NEW LIBERTY 3 SOLID PRETO FOSCO TAM. 60;101;4,6;15.049;Brasil;11/01/2026;5;Até agora não deu sinal de cair a viseira, muito bom capacete pra o dia a dia;https://www.amazon.com.br/dp/B07WZQC1NJ
