Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Nota Comentário;Data Comentário;Comentário;Link
57;6;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB25107314;Fone De Ouvido Retorno De Palco Qkz Ak6 Com Microfone + Case Cor Violeta;34,98;4,8;10693;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/fone-de-ouvido-retorno-de-palco-qkz-ak6-com-microfone-case-cor-violeta/p/MLB25107314
58;7;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB25844655;Fone De Ouvido Bluetooth P/ Celular Sem Fio Kaidi Tws Kd-771 Cor Rosa Powerx;53,76;4,7;16494;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/fone-de-ouvido-bluetooth-p-celular-sem-fio-kaidi-tws-kd-771-cor-rosa-powerx/p/MLB25844655
60;9;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB42487790;Fone Ouvido Sem Fio Soundcore P30i Gamer Bluetooth 5.4 Cancelamento De Ruído Ativo Adaptativo Multiponto 4 Microfones Cor Azul Graves Potentes 45h Bateria Ip54 App Controle Confortável Estojo 2 Em 1;233,35;4,9;1769;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/fone-ouvido-sem-fio-soundcore-p30i-gamer-bluetooth-54-cancelamento-de-ruido-ativo-adaptativo-multiponto-4-microfones-cor-azul-graves-potentes-45h-bateria-ip54-app-controle-confortavel-estojo-2-em-1/p/MLB42487790
61;10;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB54435122;Projetor Smart Portátil Several Importados Full Hd 4k Android 11 Wi-fi Bluetooth Mini Projetor Home Theater Cinema Em Casa Cor Branco Imagem Nítida Som Potente Compatível Com Diversos Dispositivos;186,20;4,7;16575;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/projetor-smart-portatil-several-importados-full-hd-4k-android-11-wi-fi-bluetooth-mini-projetor-home-theater-cinema-em-casa-cor-branco-imagem-nitida-som-potente-compativel-com-diversos-dispositivos/p/MLB54435122
62;11;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB50147982;Caixa De Som Portátil Bluetooth Sabala Dr-901 Cor Azul 127/220v;103,00;4,9;724;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/caixa-de-som-portatil-bluetooth-sabala-dr-901-cor-azul/p/MLB50147982
63;12;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB57492226;Samsung Galaxy Buds Core, Fone De Ouvido, Sem Fio, Cancelamento De Ruído, Interprete Inteligente Branco;264,23;4,9;2773;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/samsung-galaxy-buds-core-fone-de-ouvido-sem-fio-cancelamento-de-ruido-interprete-inteligente-branco/p/MLB57492226
64;13;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB45890837;Basike Fone De Ouvido Bluetooth Esportivo Tws Branco Moderno - Fones Com Conexão Rápida, 60h Bateria, Ipx5 À Prova D'água Para Academia, Corrida, Treinos;189,78;4,7;2998;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/basike-fone-de-ouvido-bluetooth-esportivo-tws-branco-moderno-fones-com-conexo-rapida-60h-bateria-ipx5-prova-dagua-para-academia-corrida-treinos/p/MLB45890837
65;14;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB50181223;Fone Qcy Buds T43 Bluetooth 5.3 Enc Ipx4 Cor Branco;149,90;4,8;1026;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/fone-qcy-buds-t43-bluetooth-53-enc-ipx4-cor-branco/p/MLB50181223
66;15;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB48959123;Projetor Hy320 Davely Smart Tv Android Wifi6 390 Ansi Lumens Full Hd 4k Mini Projetor Portátil Preto Com Controle Remoto;228,33;4,5;12001;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/projetor-hy320-davely-smart-tv-android-wifi6-390-ansi-lumens-full-hd-4k-mini-projetor-portatil-preto-com-controle-remoto/p/MLB48959123
67;16;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB51539641;Projetor Smart Portátil Full Hd 4k Bluetooth Wifi Cor Branco Android 11.0 5g Tv Cinema Em Casa Imagem Nítida Compatível Com Diversos Dispositivos Hy300 Vlx;175,73;4,7;10439;5;21/08/2025;Eu não sou muito de avaliar os produtos mas esse merece, produto muito robusto, imagem incrível inclusive durante o dia, material resistente realmente se vc veio ver os comentários como eu fiz, pode comprar sem medo nenhum, vc ficará surpreso!.;https://www.mercadolivre.com.br/projetor-smart-portatil-full-hd-4k-bluetooth-wifi-cor-branco-android-110-5g-tv-cinema-em-casa-imagem-nitida-compativel-com-diversos-dispositivos-hy300-vlx/p/MLB51539641
68;17;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB40558796;Fone De Ouvido Headphone Dapon H02d Bluetooth 5.1 Over-ear 22 Horas De Bateria Bege;78,90;4,9;32134;5;31/03/2025;Além de ser lindo e dá uma diferenciada no look ele é muito bom, material de qualidade som e bateria excelente! passa mais de 20 dias carregado, e eu sempre escuto ele no volume máximo… só comprem.;https://www.mercadolivre.com.br/fone-de-ouvido-headphone-dapon-h02d-bluetooth-51-over-ear-22-horas-de-bateria-bege/p/MLB40558796
69;18;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB43840704;Fone De Ouvido Qcy Ht08 Melobuds Pro Anc Conexão Multiponto Cor Dourado;352,90;4,8;6115;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/fone-de-ouvido-qcy-ht08-melobuds-pro-anc-conexo-multiponto-cor-dourado/p/MLB43840704
70;19;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB23172020;Fone De Ouvido Profissional Com Retorno De Palco E Microfone Ak6 - Qkz;34,82;4,8;7028;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/fone-de-ouvido-profissional-com-retorno-de-palco-e-microfone-ak6-qkz/p/MLB23172020
71;20;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB19582819;Caixa De Som Amplificada Bluetooth 250w Cm250 Cor Preto Mondial;247,00;4,7;28244;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/caixa-de-som-amplificada-bluetooth-250w-cm250-cor-preto-mondial/p/MLB19582819
72;1;ESPORTES E FITNESS;MLB18510398;Suplemento Em Pó Dux Nutrition Whey Protein Concentrado Proteínas Whey Protein Concentrado Sabor Coco Em Sachê De 28g;19,80;4,9;34349;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/suplemento-em-po-dux-nutrition-whey-protein-concentrado-proteinas-whey-protein-concentrado-sabor-coco-em-sach-de-28g/p/MLB18510398
73;2;ESPORTES E FITNESS;MLB29328515;Tênis New Balance 373v2 - Adulto Branco Liso 7.5 Us;336,83;4,7;982;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/tnis-new-balance-373v2-adulto/p/MLB29328515
74;3;ESPORTES E FITNESS;MLB45041578;Tênis Masculino E Feminino St Runner V4 Mesh Puma Puma Black-puma White-puma Silver Geométrico 38 Br;364,99;4,8;1009;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/tnis-masculino-e-feminino-st-runner-v4-mesh-puma/p/MLB45041578
75;4;ESPORTES E FITNESS;MLB45822477;Tênis Casual Puma Shuffle Masculino E Feminino Puma Black-puma Black-puma Silver Geométrico 41 Br;299,90;4,8;1876;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/tnis-casual-puma-shuffle-masculino-e-feminino/p/MLB45822477
76;5;ESPORTES E FITNESS;MLB56496579;Tênis Casual Masculino Court adidas Core Black Liso 38 Br;256,99;4,9;392;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/tnis-casual-masculino-court-adidas/p/MLB56496579
77;6;ESPORTES E FITNESS;MLB62950904;Colete Wave Jogá Salva Vidas Flutuação Até 150kg Rápid Cor Preto Tamanho 110;149,00;4,7;1715;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/colete-wave-joga-salva-vidas-flutuaco-ate-150kg-rapid-cor-preto-tamanho-110/p/MLB62950904
78;7;ESPORTES E FITNESS;MLB46689792;Bicicleta Aro 29 Ksw 9v Freio Hidráulico Trava E K7 11/40 Cor Preto-verde Tamanho Do Quadro 17;1200,20;4,5;1733;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/bicicleta-aro-29-ksw-9v-freio-hidraulico-trava-e-k7-1140-cor-preto-verde-tamanho-do-quadro-17/p/MLB46689792
79;8;ESPORTES E FITNESS;MLB19690134;Whey Protein Concentrado 1kg Sabor Morango Soldiers Nutrition;138,60;4,8;13363;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/whey-protein-concentrado-1kg-sabor-morango-soldiers-nutrition/p/MLB19690134
80;9;ESPORTES E FITNESS;MLB62663990;Bicicleta Aro 29 Ksw Alumínio 24 Vel Freio A Disco Suspensão Cor Branco Tamanho Do Quadro 19;890,00;3,5;20;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/bicicleta-aro-29-ksw-aluminio-24-vel-freio-a-disco-suspenso-cor-branco-tamanho-do-quadro-19/p/MLB62663990
81;10;ESPORTES E FITNESS;MLB45427073;Chuteira Infantil Futsal Matis Xxi Penalty Preto-dourado 31 Br;92,00;4,8;1566;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/chuteira-infantil-futsal-matis-xxi-penalty/p/MLB45427073
82;11;ESPORTES E FITNESS;MLB27908626;Tênis Masculino Caven 2.0 Puma Branco Liso 38 Br;319,00;4,8;5449;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/tnis-masculino-caven-20-puma/p/MLB27908626
83;12;ESPORTES E FITNESS;MLB19550669;Profit Laboratórios Isolate Protein Mix Refil 900g - Profit Sabor Chocolate Chocolate Ao Leite;60,90;4,6;39542;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/profit-laboratorios-isolate-protein-mix-refil-900g-profit-sabor-chocolate/p/MLB19550669
84;13;ESPORTES E FITNESS;MLB18725310;Creatina Monohidratada 1kg Soldiers Nutrition 100% Pura Importada Alta Performance Músculo Treino;68,34;4,8;398810;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/creatina-monohidratada-1kg-soldiers-nutrition-100-pura-importada-alta-performance-musculo-treino/p/MLB18725310
85;14;ESPORTES E FITNESS;MLB19050069;Bicicleta Aro 29 Krw Alumínio 24 Vel Freio A Disco X42 Cor Preto/laranja Fosco Tamanho Do Quadro 17;807,00;4,6;16517;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/bicicleta-aro-29-krw-aluminio-24-vel-freio-a-disco-x42-cor-pretolaranja-fosco-tamanho-do-quadro-17/p/MLB19050069
86;15;ESPORTES E FITNESS;MLB57816761;Linha De Pesca Multifilamento 500m Pe 4 Fios Super Forte X4 Cor Multicolor-0.40mm-30kg-6.0;59,62;4,8;2788;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/linha-de-pesca-multifilamento-500m-pe-4-fios-super-forte-x4-cor-multicolor-040mm-30kg-60/p/MLB57816761
87;16;ESPORTES E FITNESS;MLB53186400;Chuteira Masculina Society Tornado Penalty Azul-turquesa 41 Br;115,90;4,7;1873;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/chuteira-masculina-society-tornado-penalty/p/MLB53186400
88;17;ESPORTES E FITNESS;MLB45730037;Tênis Masculino Puma Caven 2.0 Adulto Puma Black-puma White-puma Silver Geométrico 41 Br;347,99;4,8;394;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/tnis-masculino-puma-caven-20-adulto/p/MLB45730037
89;18;ESPORTES E FITNESS;MLB47178822;Tenis Feminino Duality 2 Fila Rose/marinho/grafite Liso 36 Br;349,72;4,8;539;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/tenis-feminino-duality-2-fila/p/MLB47178822
90;19;ESPORTES E FITNESS;MLB37726317;Bicicleta Aro 29 Gts Dexter 24 Marchas Freio A Disco Cor Vermelho Ferrari Com Preto Tamanho Do Quadro 17;918,45;4,6;2312;5;07/08/2025;Minha opinião, uma semana com a bicicleta pedalando 20km por dia em média. Hoje, precisei trocar o passador de marcha dianteiro e os pedais quebraram os dois no parafuso ( quebrou o parafuso) lembrando que sempre usando moderadamente sem abusar da bike. Sabemos que é uma bicicleta de entrada, mas a marca poderia mandar itens com um pouco mais de qualidade.;https://www.mercadolivre.com.br/bicicleta-aro-29-gts-dexter-24-marchas-freio-a-disco-cor-vermelho-ferrari-com-preto-tamanho-do-quadro-17/p/MLB37726317
91;20;ESPORTES E FITNESS;MLB47889836;Tênis Casual Masculino Rebound V6 Low Puma Puma White-chocolate-alpine Snow Geométrico 40 Br;306,99;4,8;729;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/tnis-casual-masculino-rebound-v6-low-puma/p/MLB47889836
92;1;ACESSÓRIOS PARA VEÍCULOS;MLB11977000;Capacete Para Moto Pro Tork Sport Moto 788 Cor Amarelo Tamanho Do Capacete 58;103,45;4,6;14781;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/capacete-para-moto-pro-tork-sport-moto-788-cor-amarelo-tamanho-do-capacete-58/p/MLB11977000
93;2;ACESSÓRIOS PARA VEÍCULOS;MLB18464312;Capacete Moto Aberto Pro Tork New Liberty Three Laranja Tamanho 56 Desenho Solid Viseira Cristal Sólido Brilhante;136,90;4,7;51480;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/capacete-moto-aberto-pro-tork-new-liberty-three-laranja-tamanho-56-desenho-solid-viseira-cristal/p/MLB18464312
94;3;ACESSÓRIOS PARA VEÍCULOS;MLB60518506;Capacete Race Tech Hit Draw Rosa Tamanho Do Capacete 62;329,90;4,9;1914;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/capacete-race-tech-hit-draw-rosa-tamanho-do-capacete-62/p/MLB60518506
95;4;ACESSÓRIOS PARA VEÍCULOS;MLB47851725;Lona Leve Forte 7x3 Impermeável Multiuso 300 Micras 3x7;225,50;4,7;2989;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/lona-leve-forte-7x3-impermeavel-multiuso-300-micras-3x7/p/MLB47851725
96;5;ACESSÓRIOS PARA VEÍCULOS;MLB34108059;Chaveiro Mosquetao Abridor Garrafa Carro Moto Porta Chave Cor Roxo;29,90;4,7;6367;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/chaveiro-mosquetao-abridor-garrafa-carro-moto-porta-chave-cor-roxo/p/MLB34108059
97;6;ACESSÓRIOS PARA VEÍCULOS;MLB61810755;Capacete Norisk Razor Speedmax Rosa Masculino Feminino Cor Preto Fosco Desenho Monocolor Tamanho Do Capacete 62;598,40;4,8;1682;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/capacete-norisk-razor-speedmax-rosa-masculino-feminino-cor-preto-fosco-desenho-monocolor-tamanho-do-capacete-62/p/MLB61810755
