Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Link;Características;Nota Comentário;Data Comentário;Comentário
187;13;Bebês;MLB19315994;Shampoo Estimulante Tratamento Antiqueda Para Cabelos Fracos E Quebradiços, Fortalece Os Fios Com Aminexil, Niacinamida E Vitamina E, Energy+ Dercos Vichy 400g;121,74;4,8;24457;https://www.mercadolivre.com.br/shampoo-estimulante-tratamento-antiqueda-para-cabelos-fracos-e-quebradicos-fortalece-os-fios-com-aminexil-niacinamida-e-vitamina-e-energy-dercos-vichy-400g/p/MLB19315994;;;;
188;14;Bebês;MLB28992390;Bomba De Tirar Leite Materno Portátil Eletrica 24mm Sem Bpa Não Precisa Segurar Ou Ficar Apertando Mãos Livres Extratora Elétrica Amamentação Sugador Bombinha Marca Fergusom;76,53;4,7;1860;https://www.mercadolivre.com.br/bomba-de-tirar-leite-materno-portatil-eletrica-24mm-sem-bpa-no-precisa-segurar-ou-ficar-apertando-mos-livres-extratora-eletrica-amamentaco-sugador-bombinha-marca-fergusom/p/MLB28992390;;;;
203;1;Beleza e Cuidado Pessoal;MLB40535055;Kit 2x Perfumes Colônia Miniatura Cebolinha Turma Da Mônica Jequiti 25ml;40,86;4,8;37310;https://www.mercadolivre.com.br/kit-2x-perfumes-colnia-miniatura-cebolinha-turma-da-mnica-jequiti-25ml/p/MLB40535055;;;;
204;2;Beleza e Cuidado Pessoal;MLB21361292;Loção Hidratante Sem Perfume 473ml Cerave Sem Fragrância;89,90;4,9;68320;https://www.mercadolivre.com.br/loco-hidratante-sem-perfume-473ml-cerave/p/MLB21361292;;;;
205;3;Beleza e Cuidado Pessoal;MLB35848144;Maquina Maquininha De Cortar Cabelo Barbeador Eletrico Aparador De Pelos Acabamento Dragão Buda Profissional Kamufla;24,90;4,4;84393;https://www.mercadolivre.com.br/maquina-maquininha-de-cortar-cabelo-barbeador-eletrico-aparador-de-pelos-acabamento-drago-buda-profissional-kamufla/p/MLB35848144;;;;
206;4;Beleza e Cuidado Pessoal;MLB25904875;Creme Reparador Cicaplast Baume B5+ 20ml La Roche-posay;41,59;4,9;53160;https://www.mercadolivre.com.br/creme-reparador-cicaplast-baume-b5-20ml-la-roche-posay/p/MLB25904875;;;;
207;5;Beleza e Cuidado Pessoal;MLB51183406;Percarbonato De Sódio 100% Puro Tira Manchas Alvejante - 1kg Calisul;24,26;4,9;4433;https://www.mercadolivre.com.br/percarbonato-de-sodio-100-puro-tira-manchas-alvejante-1kg-calisul/p/MLB51183406;;;;
208;6;Beleza e Cuidado Pessoal;MLB16084436;Papel Higiênico Neve Toque Da Seda Folha Dupla 30 M De 40 Un;105,99;4,9;16824;https://www.mercadolivre.com.br/papel-higinico-neve-toque-da-seda-folha-dupla-30-m-de-40-un/p/MLB16084436;;;;
209;7;Beleza e Cuidado Pessoal;MLB28993021;Maquina Corte Cabelo Acabamento Portátil Com Carregamento Usb Km-2299 Profissional Cor Preto Profissional 127/220v;91,08;4,9;15085;https://www.mercadolivre.com.br/maquina-corte-cabelo-acabamento-portatil-com-carregamento-usb-km-2299-profissional-cor-preto-profissional/p/MLB28993021;;;;
210;8;Beleza e Cuidado Pessoal;MLB36014524;Principia Protetor Solar Facial Ps-01 Fps 60;44,00;4,8;21489;https://www.mercadolivre.com.br/principia-protetor-solar-facial-ps-01-fps-60/p/MLB36014524;;;;
211;9;Beleza e Cuidado Pessoal;MLB14810812;Luvas Descartáveis Antiderrapantes Medix Luva Nitrilica S/pó Cor Rosa Tamanho M De Nitrila X 100 Unidades;23,51;4,8;11534;https://www.mercadolivre.com.br/luvas-descartaveis-antiderrapantes-medix-luva-nitrilica-spo-cor-rosa-tamanho-m-de-nitrila-x-100-unidades/p/MLB14810812;;;;
212;10;Beleza e Cuidado Pessoal;MLB18392802;Pack Toalha Umedecida Disney Baby Huggies Max Clean Pacote 4 Unidades Leve Mais Pague Menos;44,90;4,9;8201;https://www.mercadolivre.com.br/pack-toalha-umedecida-disney-baby-huggies-max-clean-pacote-4-unidades-leve-mais-pague-menos/p/MLB18392802;;;;
213;11;Beleza e Cuidado Pessoal;MLB8729164;Perfume Nautica Voyage Eau De Toilette Masculino 100ml;95,99;4,8;12645;https://www.mercadolivre.com.br/perfume-nautica-voyage-eau-de-toilette-masculino-100ml/p/MLB8729164;;;;
214;12;Beleza e Cuidado Pessoal;MLB61141279;Máquina De Cortar Cabelo E Aparador De Barba Dr. Hank Dragão Dourado Lâmina T Profissional Sem Fio Recarregável Usb, 4 Pentes 1 Ao 4 Mm Motor Potente;19,49;4,4;7662;https://www.mercadolivre.com.br/maquina-de-cortar-cabelo-e-aparador-de-barba-dr-hank-drago-dourado-lmina-t-profissional-sem-fio-recarregavel-usb-4-pentes-1-ao-4-mm-motor-potente/p/MLB61141279;;;;
215;13;Beleza e Cuidado Pessoal;MLB18638651;Secador De Cabelos, Mondial, 2000w - Scn-01;99,00;4,7;19305;https://www.mercadolivre.com.br/secador-de-cabelos-mondial-2000w-scn-01/p/MLB18638651;;;;
216;14;Beleza e Cuidado Pessoal;MLB27915441;Manta Líquida Emborrachada Impermeabilizante 3,6kg;54,18;4,7;9876;https://www.mercadolivre.com.br/manta-liquida-emborrachada-impermeabilizante-36kg/p/MLB27915441;;;;
217;15;Beleza e Cuidado Pessoal;MLB19600322;Creme Hidratante 50g Cerave Corpo E Rosto;31,90;4,9;42945;https://www.mercadolivre.com.br/creme-hidratante-50g-cerave-corpo-e-rosto/p/MLB19600322;;;;
218;16;Beleza e Cuidado Pessoal;MLB16088308;Gillette Mach3 Sensitive Carga De Barbeador 8 Unidades;55,95;4,9;28730;https://www.mercadolivre.com.br/gillette-mach3-sensitive-carga-de-barbeador-8-unidades/p/MLB16088308;;;;
219;17;Beleza e Cuidado Pessoal;MLB25999797;Cortador De Cabelos Hair Stylo Mondial Preto/prata Cr-02 Prata/preto 127v;55,00;4,5;16277;https://www.mercadolivre.com.br/cortador-de-cabelos-hair-stylo-mondial-pretoprata-cr-02/p/MLB25999797;;;;
220;18;Beleza e Cuidado Pessoal;MLB14748197;Eucerin Dual Sérum Facial Antimanchas E Anti-idade 30ml Anti-pigment Clareador Thiamidol Ácido Hialurônico;259,90;4,9;6458;https://www.mercadolivre.com.br/eucerin-dual-serum-facial-antimanchas-e-anti-idade-30ml-anti-pigment-clareador-thiamidol-acido-hialurnico/p/MLB14748197;;;;
221;19;Beleza e Cuidado Pessoal;MLB28814453;Henna Sobrancelhas Pronta Para Uso Indiana Beauty 4g Cor Castanho Claro;54,90;4,7;3581;https://www.mercadolivre.com.br/henna-sobrancelhas-pronta-para-uso-indiana-beauty-4g-cor-castanho-claro/p/MLB28814453;;;;
222;20;Beleza e Cuidado Pessoal;MLB50246400;Kit 10 Organizador Multiuso Modular Gaveta Acrilico Rebirth Cor Cristal;35,90;4,9;2244;https://www.mercadolivre.com.br/kit-10-organizador-multiuso-modular-gaveta-acrilico-rebirth-cor-cristal/p/MLB50246400;;;;
243;1;Brinquedos e Hobbies;MLB29731971;Piscina Inflável Redonda Mor 1052mor Splash Fun 3400l Azul Caixa;299,90;4,8;20438;https://www.mercadolivre.com.br/piscina-inflavel-redonda-mor-1052mor-splash-fun-3400l-azul-caixa/p/MLB29731971;;;;
244;2;Brinquedos e Hobbies;N/A;Arma Bolinha Gel Arminha Metralhadora Automática Sortido;72,93;4,7;6625;https://www.mercadolivre.com.br/arma-bolinha-gel-arminha-metralhadora-automatica/up/MLBU3037571201;;;;
245;3;Brinquedos e Hobbies;MLB44707055;Bicicleta De Equilíbrio Sem Pedal 4 Rodas Mega Compras Cor Menta Verde Conect Brinq Mc938;58,10;4,6;2976;https://www.mercadolivre.com.br/bicicleta-de-equilibrio-sem-pedal-4-rodas-mega-compras-cor-menta-verde-conect-brinq-mc938/p/MLB44707055;;;;
246;4;Brinquedos e Hobbies;MLB51605819;Brinquedo Maquina Bolha De Sabão Pistola Automática C/ Luz Cor Rosa Rosa-chiclete;32,22;4,6;4827;https://www.mercadolivre.com.br/brinquedo-maquina-bolha-de-sabo-pistola-automatica-c-luz-cor-rosa/p/MLB51605819;;;;
247;5;Brinquedos e Hobbies;MLB43854141;Patinete Infantil 3 Rodas De Led Dobrável Scooter Crianças Cor Rosa;66,90;4,5;11582;https://www.mercadolivre.com.br/patinete-infantil-3-rodas-de-led-dobravel-scooter-criancas-cor-rosa/p/MLB43854141;;;;
248;6;Brinquedos e Hobbies;MLB57574919;Patins Profissional Infantil 4 Rodas Roller 34 40 Luna Rosa;159,90;4,8;4897;https://www.mercadolivre.com.br/patins-profissional-infantil-4-rodas-roller-34-40-luna-rosa/p/MLB57574919;;;;
249;7;Brinquedos e Hobbies;MLB39139205;Piscina Retangular Pequena 1000 Litros Portátil - Mor;183,74;4,8;2966;https://www.mercadolivre.com.br/piscina-retangular-pequena-1000-litros-portatil-mor/p/MLB39139205;;;;
250;8;Brinquedos e Hobbies;MLB54094891;Spray Do Pum Peido Alemão Fedorento Super Forte Trolagem Pegadinha Brincadeira Engraçado Festa Criança Perfume Fedido Amigo Da Onça Shengke;19,00;4,8;2245;https://www.mercadolivre.com.br/spray-do-pum-peido-alemo-fedorento-super-forte-trolagem-pegadinha-brincadeira-engracado-festa-crianca-perfume-fedido-amigo-da-onca-shengke/p/MLB54094891;;;;
251;9;Brinquedos e Hobbies;N/A;Patinete Princesa Rosa Infantil Luz E Som Menina Rosa Princesa;129,99;4,6;2999;https://www.mercadolivre.com.br/patinete-princesa-rosa-infantil-luz-e-som-menina/up/MLBU1747933220;;;;
252;10;Brinquedos e Hobbies;MLB13429086;Jogo Caiu Perdeu Torre Madeira Equilíbrio Brinquedo Pais & Filhos;19,37;4,8;7189;https://www.mercadolivre.com.br/jogo-caiu-perdeu-torre-madeira-equilibrio-brinquedo-pais-filhos/p/MLB13429086;;;;
253;11;Brinquedos e Hobbies;MLB-5131640710;Boia Bebê Piscina Cobertura Infantil Inflável Proteção Solar;44,52;4,8;1854;https://produto.mercadolivre.com.br/MLB-5131640710-boia-beb-piscina-cobertura-infantil-inflavel-proteco-solar-_JM;;;;
254;12;Brinquedos e Hobbies;MLB30147300;Garrafa Aerolight Fast Flow 710ml Matte Black - Stanley;239,90;4,9;4587;https://www.mercadolivre.com.br/garrafa-aerolight-fast-flow-710ml-matte-black-stanley/p/MLB30147300;;;;
255;13;Brinquedos e Hobbies;MLB43344829;Hot Wheels Cartela De Carrinhos Com 5 Mattel - O Kit Cor Multicolor;66,40;4,9;7635;https://www.mercadolivre.com.br/hot-wheels-cartela-de-carrinhos-com-5-mattel-o-kit-cor-multicolor/p/MLB43344829;;;;
256;14;Brinquedos e Hobbies;MLB26213266;Laptop Infantil Candide Da Patrulha Canina - Bilingue;67,58;4,6;13923;https://www.mercadolivre.com.br/laptop-infantil-candide-da-patrulha-canina-bilingue/p/MLB26213266;;;;
257;15;Brinquedos e Hobbies;MLB57005499;Estojo Triplo Escolar Stitch Disney Azul Luxcel Azul-claro;62,10;4,9;569;https://www.mercadolivre.com.br/estojo-triplo-escolar-stitch-disney-azul-luxcel/p/MLB57005499;;;;
258;16;Brinquedos e Hobbies;MLB54093455;Spray Do Pum Peido Alemão Super Forte Amigo Da Onça Fedorento Engraçado Fedo Coco Bosta Realista Cor Branco Casa Crazze;19,00;4,7;2594;https://www.mercadolivre.com.br/spray-do-pum-peido-alemo-super-forte-amigo-da-onca-fedorento-engracado-fedo-coco-bosta-realista-cor-branco-casa-crazze/p/MLB54093455;;;;
259;17;Brinquedos e Hobbies;MLB55251713;Brinquedo Arminha De Sabão Lança Bolha De Sabão Pistola Luz Cor Colorida;39,42;4,7;2489;https://www.mercadolivre.com.br/brinquedo-arminha-de-sabo-lanca-bolha-de-sabo-pistola-luz-cor-colorida/p/MLB55251713;;;;
260;18;Brinquedos e Hobbies;N/A;Pista Carrinhos Corrida Brinquedo Infantil Presente Menino Colorido;39,80;4,6;10972;https://www.mercadolivre.com.br/pista-carrinhos-corrida-brinquedo-infantil-presente-menino/up/MLBU1971205889;;;;
261;19;Brinquedos e Hobbies;MLB61700105;Deck Batalha De Liga Pokémon Mewtwo Ex Português;111,03;4,8;310;https://www.mercadolivre.com.br/deck-batalha-de-liga-pokemon-mewtwo-ex/p/MLB61700105;;;;
262;20;Brinquedos e Hobbies;MLB44879797;Carrinho Infantil Grande Controle Remoto Recarregavel 4x4 Cor Azul;77,90;4,4;5121;https://www.mercadolivre.com.br/carrinho-infantil-grande-controle-remoto-recarregavel-4x4-cor-azul/p/MLB44879797;;;;
283;1;Calçados, Roupas e Bolsas;MLB45428680;Tênis Masculino Orbita Olympikus Petróleo/limão Liso 39 Br;179,91;4,8;3458;https://www.mercadolivre.com.br/tnis-masculino-orbita-olympikus/p/MLB45428680;;;;
284;2;Calçados, Roupas e Bolsas;MLB46932949;Tênis De Corrida Masculino Voa 2 Olympikus Cinza Liso 38 Br;278,98;4,9;5557;https://www.mercadolivre.com.br/tnis-de-corrida-masculino-voa-2-olympikus/p/MLB46932949;;;;
285;3;Calçados, Roupas e Bolsas;MLB44924982;Chinelo Casual Masculino E Feminino Top Cor Branca Havaianas Branco Liso 41.42 Br;37,90;4,8;33369;https://www.mercadolivre.com.br/chinelo-casual-masculino-e-feminino-top-cor-branca-havaianas/p/MLB44924982;;;;
286;4;Calçados, Roupas e Bolsas;MLB-3239976866;Kit 6 Pares Meias Puma Cano Médio Alto Atoalhada Original;62,90;4,9;72138;https://produto.mercadolivre.com.br/MLB-3239976866-kit-6-pares-meias-puma-cano-medio-alto-atoalhada-original-_JM;;;;
287;5;Calçados, Roupas e Bolsas;MLB-4082625257;Short Duplo Compreensão Fitness Bermuda Academia Feminino;37,28;4,8;16110;https://produto.mercadolivre.com.br/MLB-4082625257-short-duplo-compreenso-fitness-bermuda-academia-feminino-_JM;;;;
288;6;Calçados, Roupas e Bolsas;MLB46388882;Tênis Chuck Taylor Cano Curto Tecido All Star Vermelho/cru/preto Liso 34 Br;233,91;4,9;3709;https://www.mercadolivre.com.br/tnis-chuck-taylor-cano-curto-tecido-all-star/p/MLB46388882;;;;
289;7;Calçados, Roupas e Bolsas;MLB23564189;Tênis Casual Masculino Poseidon Olympikus Preto/saffron Liso 38 Br;134,24;4,8;8755;https://www.mercadolivre.com.br/tnis-casual-masculino-poseidon-olympikus/p/MLB23564189;;;;
290;8;Calçados, Roupas e Bolsas;MLB46296141;Tênis Chuck Taylor Cano Longo Tecido All Star Vermelho/cru/preto Liso 43 Br;279,90;4,9;3829;https://www.mercadolivre.com.br/tnis-chuck-taylor-cano-longo-tecido-all-star/p/MLB46296141;;;;
291;9;Calçados, Roupas e Bolsas;MLB-5332470222;Bermuda Dupla Masculina Compreensão 2 Em 1 Short Esporte;35,90;4,7;18368;https://produto.mercadolivre.com.br/MLB-5332470222-bermuda-dupla-masculina-compreenso-2-em-1-short-esporte-_JM;;;;
292;10;Calçados, Roupas e Bolsas;MLB-3966273439;4 Short Tactel Masculino Bermuda Praia Casual Academia Bolso;60,89;4,6;9707;https://produto.mercadolivre.com.br/MLB-3966273439-4-short-tactel-masculino-bermuda-praia-casual-academia-bolso-_JM;;;;
293;11;Calçados, Roupas e Bolsas;MLB-2178625164;Camisa Térmica Voker Segunda Pele Proteção Solar Uv Dry Fit;32,98;4,7;42005;https://produto.mercadolivre.com.br/MLB-2178625164-camisa-termica-voker-segunda-pele-proteco-solar-uv-dry-fit-_JM;;;;
294;12;Calçados, Roupas e Bolsas;MLB27908619;Tênis Masculino Caven 2.0 Puma Branco Liso 41 Br;427,18;4,8;6014;https://www.mercadolivre.com.br/tnis-masculino-caven-20-puma/p/MLB27908619;;;;
295;13;Calçados, Roupas e Bolsas;MLB-2794030545;Kit 6 Cuecas Boxer Lupo Poliamida Sem Costura Box Original;141,13;4,9;19045;https://produto.mercadolivre.com.br/MLB-2794030545-kit-6-cuecas-boxer-lupo-poliamida-sem-costura-box-original-_JM;;;;
296;14;Calçados, Roupas e Bolsas;MLB63859344;Kit 10 Peças De Roupa Conjunto Infantil Menina = 5 Conjuntos Cor Menina / 2 Anos;64,99;4,7;4190;https://www.mercadolivre.com.br/kit-10-pecas-de-roupa-conjunto-infantil-menina-5-conjuntos-cor-menina-2-anos/p/MLB63859344;;;;
297;15;Calçados, Roupas e Bolsas;MLB47541199;Bota Para Trabalho Segurança Adultos Masculino Liso Preto 42 Br;56,90;4,4;4947;https://www.mercadolivre.com.br/bota-para-trabalho-seguranca-adultos-masculino-liso/p/MLB47541199;;;;
298;16;Calçados, Roupas e Bolsas;MLB-3781902941;Top Lupo Loba Fitness Confortável Ótima Sustentação Academia;44,99;4,8;7700;https://produto.mercadolivre.com.br/MLB-3781902941-top-lupo-loba-fitness-confortavel-otima-sustentaco-academia-_JM;;;;
299;17;Calçados, Roupas e Bolsas;MLB60082840;Lanterna Mais Forte Do Mundo Recarregável Tática Potente T9 Apfer;49,99;4,8;2373;https://www.mercadolivre.com.br/lanterna-mais-forte-do-mundo-recarregavel-tatica-potente-t9-apfer/p/MLB60082840;;;;
300;18;Calçados, Roupas e Bolsas;MLB44523336;Tênis Casual Feminino Nyx Olympikus Pêssego Liso 34 Br;148,99;4,9;3069;https://www.mercadolivre.com.br/tnis-casual-feminino-nyx-olympikus/p/MLB44523336;;;;
301;19;Calçados, Roupas e Bolsas;MLB-3273073989;Kit 10 Calcinha Microfibra Feminina Calcinhas Tanga Atacado;38,01;4,3;17119;https://produto.mercadolivre.com.br/MLB-3273073989-kit-10-calcinha-microfibra-feminina-calcinhas-tanga-atacado-_JM;;;;
321;1;Casa, Móveis e Decoração;MLB44398307;Jogo De Lençol Casal Percal 400 Fios 3 Peças Conforto Macio Cor Palha Desenho Do Tecido Liso;38,92;4,7;26275;https://www.mercadolivre.com.br/jogo-de-lencol-casal-percal-400-fios-3-pecas-conforto-macio-cor-palha-desenho-do-tecido-liso/p/MLB44398307;;;;
322;2;Casa, Móveis e Decoração;MLB29473779;Cortina 4,00x2,80 Metros Blackout Blecaute Avelã Corta Luz Em Tecido Grosso Para Quarto E Sala Casa Laura Enxovais;124,99;4,7;65028;https://www.mercadolivre.com.br/cortina-400x280-metros-blackout-blecaute-avel-corta-luz-em-tecido-grosso-para-quarto-e-sala-casa-laura-enxovais/p/MLB29473779;;;;
323;3;Casa, Móveis e Decoração;MLB47170672;Tapete 2,00x1,50 Peludo Felpudo Sala E Quarto Cores Cor Marrom Mesclado Desenho Do Tecido Pelo Alto;59,90;4,6;38860;https://www.mercadolivre.com.br/tapete-200x150-peludo-felpudo-sala-e-quarto-cores-cor-marrom-mesclado-desenho-do-tecido-pelo-alto/p/MLB47170672;;;;
324;4;Casa, Móveis e Decoração;MLB16084462;Papel Higiênico Folha Tripla 20 Metros Neve Com 4 Unidades;29,99;4,9;23234;https://www.mercadolivre.com.br/papel-higinico-folha-tripla-20-metros-neve-com-4-unidades/p/MLB16084462;;;;
325;5;Casa, Móveis e Decoração;MLB62546455;Kit Com 3 Câmera De Segurança Lâmpada Soquete Wifi Visão Noturna 360 Graus Full Hd Espiã App Yoosee Cor Branca;169,95;4,8;5256;https://www.mercadolivre.com.br/kit-com-3-cmera-de-seguranca-lmpada-soquete-wifi-viso-noturna-360-graus-full-hd-espi-app-yoosee-cor-branca/p/MLB62546455;;;;
326;6;Casa, Móveis e Decoração;MLB27410145;Marinex Conjunto De Assadeiras Oval Opaline 3 Peças Branco;44,90;4,9;27949;https://www.mercadolivre.com.br/marinex-conjunto-de-assadeiras-oval-opaline-3-pecas-branco/p/MLB27410145;;;;
327;7;Casa, Móveis e Decoração;MLB10923645;Piscina Inflável Fun Redonda 1400l Com Kit Reparo - Mor;166,74;4,8;20438;https://www.mercadolivre.com.br/piscina-inflavel-fun-redonda-1400l-com-kit-reparo-mor/p/MLB10923645;;;;
328;8;Casa, Móveis e Decoração;MLB17000935;Sabão Em Pó Omo Sabão Em Pó Lavagem Perfeita Suave Antibacterial Pacote 2.2 Kg;79,00;4,9;31763;https://www.mercadolivre.com.br/sabo-em-po-omo-sabo-em-po-lavagem-perfeita-suave-antibacterial-pacote-22-kg/p/MLB17000935;;;;
329;9;Casa, Móveis e Decoração;MLB16084458;Papel Higiênico Toque De Seda Leve 18 Pague 16 Neve;46,88;4,9;16824;https://www.mercadolivre.com.br/papel-higinico-toque-de-seda-leve-18-pague-16-neve/p/MLB16084458;;;;
330;10;Casa, Móveis e Decoração;MLB45618582;Protetor Colchão Casal Impermeável Antialérgico Ebenezer Shop Matelado Branco;48,40;4,4;29453;https://www.mercadolivre.com.br/protetor-colcho-casal-impermeavel-antialergico-ebenezer-shop-matelado-branco/p/MLB45618582;;;;
331;11;Casa, Móveis e Decoração;MLB28664042;2 Colchões Inflável Casal Mor C/ Inflador Fole Embutido - Kit Reparo Cor Azul-marinho;253,00;4,7;65730;https://www.mercadolivre.com.br/2-colchoes-inflavel-casal-mor-c-inflador-fole-embutido-kit-reparo-cor-azul-marinho/p/MLB28664042;;;;
332;12;Casa, Móveis e Decoração;N/A;Kit C/ 4 Toalha De Banho Gigante 80 X 1,50 Atacado + Brinde Softmax;78,99;4,5;10466;https://www.mercadolivre.com.br/kit-c-4-toalha-de-banho-gigante-80-x-150-atacado--brinde/up/MLBU1963995195;;;;
333;13;Casa, Móveis e Decoração;MLB21817157;Detergente Lava Louças Ypê Com 6 Unidades Neutro 500ml;12,99;4,9;10693;https://www.mercadolivre.com.br/detergente-lava-loucas-yp-com-6-unidades-neutro-500ml/p/MLB21817157;;;;
334;14;Casa, Móveis e Decoração;MLB47046127;Espelho Decorativo 40cm Adnet Couro Cor Marrom Preto;43,99;4,8;16743;https://www.mercadolivre.com.br/espelho-decorativo-40cm-adnet-couro-cor-marrom/p/MLB47046127;;;;
335;15;Casa, Móveis e Decoração;MLB41766235;Garrafa Térmica Quick Flip Stanley Bright Lime 710ml;330,00;4,9;9155;https://www.mercadolivre.com.br/garrafa-termica-quick-flip-stanley-bright-lime-710ml/p/MLB41766235;;;;
336;16;Casa, Móveis e Decoração;MLB16601297;Água Sanitária Super Candida 5l;32,18;4,9;19675;https://www.mercadolivre.com.br/agua-sanitaria-super-candida-5l/p/MLB16601297;;;;
337;17;Casa, Móveis e Decoração;MLB48565290;Capa Protetora De Colchão King Matelado Impermeável Antiácaro Antialérgica Super Macia E Silenciosa Branco Premium;44,98;4,4;7625;https://www.mercadolivre.com.br/capa-protetora-de-colcho-king-matelado-impermeavel-antiacaro-antialergica-super-macia-e-silenciosa-branco-premium/p/MLB48565290;;;;
338;18;Casa, Móveis e Decoração;MLB36638741;Faqueiro 24 Peças Buzios Inox 23799071 Tramontina Cor Cinza Claro;70,26;4,8;39992;https://www.mercadolivre.com.br/faqueiro-24-pecas-buzios-inox-23799071-tramontina-cor-cinza-claro/p/MLB36638741;;;;
339;19;Casa, Móveis e Decoração;MLB63419086;Jogo De Lençol Queen 3 Peças 400 Fios C/ Elástico Hotel Verde-escuro Liso;31,99;4,7;52787;https://www.mercadolivre.com.br/jogo-de-lencol-queen-3-pecas-400-fios-c-elastico-hotel-verde-escuro-liso/p/MLB63419086;;;;
340;20;Casa, Móveis e Decoração;MLB62842831;Jogo Lençol 2 Peças Solteiro Hipercal 400 Fios Leve Luxo Preto Liso;26,99;4,8;8192;https://www.mercadolivre.com.br/jogo-lencol-2-pecas-solteiro-hipercal-400-fios-leve-luxo-preto-liso/p/MLB62842831;;;;
361;1;Celulares e Telefones;MLB44115363;Celular Samsung Galaxy A16 4g, 256gb + 8gb Ram, Câmera De Até 50mp, Tela 6.7 , Nfc, Ip54, Bateria 5000 Mah Preto;1599,00;4,9;75609;https://www.mercadolivre.com.br/celular-samsung-galaxy-a16-4g-256gb-8gb-ram-cmera-de-ate-50mp-tela-67-nfc-ip54-bateria-5000-mah-preto/p/MLB44115363;;;;
362;2;Celulares e Telefones;MLB55034955;Celular Samsung Galaxy A07 128gb, 4gb, Câmera 50mp, Tela 6.7 , Proteção Ip54, Processador 6nm - Preto;684,29;4,9;18279;https://www.mercadolivre.com.br/celular-samsung-galaxy-a07-128gb-4gb-cmera-50mp-tela-67-proteco-ip54-processador-6nm-preto/p/MLB55034955;;;;
363;3;Celulares e Telefones;MLB46056608;Moto G15 Dual Sim 4gb Ram 128gb Azul Marino Azul-escuro;679,15;4,8;90741;https://www.mercadolivre.com.br/moto-g15-dual-sim-4gb-ram-128gb-azul-marino/p/MLB46056608;;;;
364;4;Celulares e Telefones;MLB47112282;Celular Samsung Galaxy A56 5g 256gb 8gb Ram Rosa Rosa Incrível;2599,00;4,9;33316;https://www.mercadolivre.com.br/celular-samsung-galaxy-a56-5g-256gb-8gb-ram-rosa/p/MLB47112282;;;;
365;5;Celulares e Telefones;MLB58493174;Smartphone Motorola Moto G05 256gb 4gb Ram Camera 50mp Vermelho;678,11;4,9;74832;https://www.mercadolivre.com.br/smartphone-motorola-moto-g05-256gb-4gb-ram-camera-50mp-vermelho/p/MLB58493174;;;;
366;6;Celulares e Telefones;MLB55254425;Celular Samsung Galaxy A17 Com Ia, 256gb, 8gb Ram, Câm De 50mp, Tela De 6.7 , Nfc, Ip54 - Preto;1349,10;4,9;3907;https://www.mercadolivre.com.br/celular-samsung-galaxy-a17-com-ia-256gb-8gb-ram-cm-de-50mp-tela-de-67-nfc-ip54-preto/p/MLB55254425;;;;
367;7;Celulares e Telefones;MLB41998152;Smartphone Motorola Moto G35 5g - 256gb 12gb (4gb Ram+8gb Ram Boost) E Camera 50mp Com Ai Nfc Tela 6.7 Com Superbrilho - Cinza;1147,00;4,8;55166;https://www.mercadolivre.com.br/smartphone-motorola-moto-g35-5g-256gb-12gb-4gb-ram8gb-ram-boost-e-camera-50mp-com-ai-nfc-tela-67-com-superbrilho-cinza/p/MLB41998152;;;;
368;8;Celulares e Telefones;MLB1040287790;Apple iPhone 16 (256 Gb) - Rosa - Distribuidor Autorizado;5615,10;4,9;21132;https://www.mercadolivre.com.br/apple-iphone-16-256-gb-rosa-distribuidor-autorizado/p/MLB1040287790;;;;
369;9;Celulares e Telefones;MLB58353028;Smartphone Motorola Moto G06 - 128gb 12gb (4gb Ram + 8gb Ram Boost) E Camera 50mp Com Ai Bateria De 5200 Mah Tela 6.9 - Azul Marinho;674,09;4,9;5289;https://www.mercadolivre.com.br/smartphone-motorola-moto-g06-128gb-12gb-4gb-ram-8gb-ram-boost-e-camera-50mp-com-ai-bateria-de-5200-mah-tela-69-azul-marinho/p/MLB58353028;;;;
370;10;Celulares e Telefones;MLB62775498;Fone De Ouvido Headphone Dapon H02d Bluetooth 5.1 - 22 Horas Violeta;78,90;4,9;37000;https://www.mercadolivre.com.br/fone-de-ouvido-headphone-dapon-h02d-bluetooth-51-22-horas-violeta/p/MLB62775498;;;;
371;11;Celulares e Telefones;MLB25844655;Fone De Ouvido Bluetooth P/ Celular Sem Fio Kaidi Tws Kd-771 Cor Rosa Powerx;59,95;4,6;11834;https://www.mercadolivre.com.br/fone-de-ouvido-bluetooth-p-celular-sem-fio-kaidi-tws-kd-771-cor-rosa-powerx/p/MLB25844655;;;;
372;12;Celulares e Telefones;MLB1027172668;Apple iPhone 15 (128 Gb) - Amarelo - Distribuidor Autorizado;3959,10;4,9;37779;https://www.mercadolivre.com.br/apple-iphone-15-128-gb-amarelo-distribuidor-autorizado/p/MLB1027172668;;;;
