produto;texto;nota;data;origem;ctime;link
Ventilador De Coluna Britânia Bvt450 Maxx Force 160w;Ótimo produto, silencioso e ventila bastante. Recomendo.;5.0;27/10/2023;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/ventilador-de-coluna-britnia-bvt450-maxx-force-160w/p/MLB27062753
Ventilador De Coluna Britânia Bvt450 Maxx Force 160w;"Se você estiver procurando por um ventilador forte, esse é o cara, ele chega até incomodar de tão forte que é, pois se você quiser aquele vento mais tranquilo, corra dele.
Depois que adquirir esse ventilador, aqui em casa só andamos com peso nos pés… eu o apelidei de furacão! kkk.";5.0;07/01/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/ventilador-de-coluna-britnia-bvt450-maxx-force-160w/p/MLB27062753
Ventilador De Coluna Britânia Bvt450 Maxx Force 160w;Muito bom, mas infelizmente ele faz um pouco de barulho. Mas tirando isso ele é muito bom tem bastante força.;4.0;16/08/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/ventilador-de-coluna-britnia-bvt450-maxx-force-160w/p/MLB27062753
Ventilador De Coluna Britânia Bvt450 Maxx Force 160w;"Ótimo, gostei muito desse ventilador, é potente e silencioso.
Super indico.";5.0;22/01/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/ventilador-de-coluna-britnia-bvt450-maxx-force-160w/p/MLB27062753
Ventilador De Coluna Britânia Bvt450 Maxx Force 160w;Muito forte, porém extremamente barulhento, parece uma turbina de avião, na item uma opção de ventilar mais fraco, o mínimo já parece um furacão! o cabo de energia é extremamente curto, tem q ligar ao lado da tomada! deveria ter uma opção de ventilar mais fraco, com menos barulho!!! p quem quer vento forte é esse mesmo, porém a noite não dá nem o ligar no apto, pois interfere no vizinho de baixo de ido ao barulho extremo do motor!!! ligar no máximo vc nem escuta a tv, ou alguém falando ao lado, por isso achei decepcionante!!!.;4.0;22/02/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/ventilador-de-coluna-britnia-bvt450-maxx-force-160w/p/MLB27062753
Ventilador De Coluna Britânia Bvt450 Maxx Force 160w;"Ótimo! gostei bastante e me salvou do calor aqui em casa 🙏🏽.
Super recomendo!.
Obs: ignorem a bagunça kkkkkkkkkk.";5.0;01/12/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/ventilador-de-coluna-britnia-bvt450-maxx-force-160w/p/MLB27062753
Ventilador De Coluna Britânia Bvt450 Maxx Force 160w;Eu ia comprar de uma outra marca mas encontrei esse por um ótimo valor, porém fiquei com medo de comprar e não ser bom, mas me surpreendeu demaissss, forte demais, eu moro no rj, bem calor e eu só uso no mínimo pois é super potente! amei.;5.0;23/10/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/ventilador-de-coluna-britnia-bvt450-maxx-force-160w/p/MLB27062753
Refil Filtro Cix06ax Purificador De Água Consul Cpb34as Cpb34af Cpb34ab Cpc31af Cpc31ab Branco;Não tem o que fala mal, só do preço, que é bem mais alto do que os paralelos, mas eu não arrisco comprar outro porque a filtragem do original é incrível. A água que sai do filtro é indistinguível das mineiras que eu comprava! excelente capacidade de filtragem e a durabilidade é ótima, vale cada centavo.;5.0;11/12/2023;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/refil-filtro-cix06ax-purificador-de-agua-consul-cpb34as-cpb34af-cpb34ab-cpc31af-cpc31ab/p/MLB27078749
Refil Filtro Cix06ax Purificador De Água Consul Cpb34as Cpb34af Cpb34ab Cpc31af Cpc31ab Branco;A caixa com o filtro veio parecendo já ser usada, pois estava aberta e amassada. Fiquei em dúvida se o elemento filtrante é realmente novo. Inclusive, seguindo as orientações da instalação, qdo temos que descartar 5 litros de água antes do consumo, porque sai resíduos do carvão ativado, isso não aconteceu, a água saiu límpida, sem nenhum resíduo de carvão. Não fiquei satisfeita com a compra. Achei muito suspeito. Vou devolver.;4.0;09/06/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/refil-filtro-cix06ax-purificador-de-agua-consul-cpb34as-cpb34af-cpb34ab-cpc31af-cpc31ab/p/MLB27078749
Refil Filtro Cix06ax Purificador De Água Consul Cpb34as Cpb34af Cpb34ab Cpc31af Cpc31ab Branco;Não está com cara de ser original não, sem numeração de série borrachas diferentes, rótulo diferente , em comparativo comprando da consul , vamos ver daqui 3 meses.;4.0;02/07/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/refil-filtro-cix06ax-purificador-de-agua-consul-cpb34as-cpb34af-cpb34ab-cpc31af-cpc31ab/p/MLB27078749
Refil Filtro Cix06ax Purificador De Água Consul Cpb34as Cpb34af Cpb34ab Cpc31af Cpc31ab Branco;Basta dizer que o produto é original.;5.0;17/12/2023;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/refil-filtro-cix06ax-purificador-de-agua-consul-cpb34as-cpb34af-cpb34ab-cpc31af-cpc31ab/p/MLB27078749
Refil Filtro Cix06ax Purificador De Água Consul Cpb34as Cpb34af Cpb34ab Cpc31af Cpc31ab Branco;Excelente elemento filtrante, original cônsul, vem com bateria, a original durou 6 meses e já estava com baixa vazão, a luz começou a piscar e realizei a substituição, nota-se claramente o aumento da vazão e melhoria no sabor da água!! perfeito e fácil instalação, é só seguir as instruções existente no próprio purificador.;5.0;11/07/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/refil-filtro-cix06ax-purificador-de-agua-consul-cpb34as-cpb34af-cpb34ab-cpc31af-cpc31ab/p/MLB27078749
Refil Filtro Cix06ax Purificador De Água Consul Cpb34as Cpb34af Cpb34ab Cpc31af Cpc31ab Branco;No site da consul é mais barato mas acabei comprando aqui porque precisava com certa urgência.;5.0;21/11/2023;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/refil-filtro-cix06ax-purificador-de-agua-consul-cpb34as-cpb34af-cpb34ab-cpc31af-cpc31ab/p/MLB27078749
Refil Filtro Cix06ax Purificador De Água Consul Cpb34as Cpb34af Cpb34ab Cpc31af Cpc31ab Branco;Deu tudo certo, filtra bem muito bom. Comprei temeroso pois o código é diferente, mas deu certinho. Meu purificador de água é consul cpc31ab compacto com filtragem classe a branco, como na foto.;5.0;19/06/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/refil-filtro-cix06ax-purificador-de-agua-consul-cpb34as-cpb34af-cpb34ab-cpc31af-cpc31ab/p/MLB27078749
Refil Filtro Cix06ax Purificador De Água Consul Cpb34as Cpb34af Cpb34ab Cpc31af Cpc31ab Branco;O profissionalismo e a seriedade de quem está neste mundo chamado mercado, sabe o quanto um detalhe faz a diferença. Ao abrir o filtro e encontrar uma bateria cr 2032, para o sensor do filtro, fez toda diferença nesta compra, por isso venho através destas palavras agradecer, algo simples que deu requinte a venda deste produto.;5.0;21/04/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/refil-filtro-cix06ax-purificador-de-agua-consul-cpb34as-cpb34af-cpb34ab-cpc31af-cpc31ab/p/MLB27078749
Refil Filtro Cix06ax Purificador De Água Consul Cpb34as Cpb34af Cpb34ab Cpc31af Cpc31ab Branco;Deu uma diferença nas borrachinhas que vieram no meu filtro que comprei,meu marido trocou usou as que viveram no primeiro filtro que compramos junto com o purificador porque disse que a desse aqui do mercado livre eram mais largas ficariam frouxas. Me deixou dúvida se é original ou não pelas pequenas porém visíveis diferenças. Más deu certo.;5.0;07/05/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/refil-filtro-cix06ax-purificador-de-agua-consul-cpb34as-cpb34af-cpb34ab-cpc31af-cpc31ab/p/MLB27078749
Suporte Para Projetor Hy320 Mini De Teto E Parede Ajustável Preto Leve E Resistente Com Kit De Instalação Ideal Para Casa Escritório Sala De Aula Eventos Davely Suporte Preto 127/220v;É simplesmente inacreditável. Uma qualidade muito boa pro valor. Estou projetando no quarto, mais precisamente no teto branco. Porém também testei na parede. Incrível. Só o som que obviamente não é um home theather, recomendo parear uma caixa de som bluetooth. Utilizo o projetor com um firestick da amazon, pois assim não utilizo o processamento do projetor, evitando que ele esquente mais. Recomendo!!!!.;5.0;12/05/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/suporte-para-projetor-hy320-mini-de-teto-e-parede-ajustavel-preto-leve-e-resistente-com-kit-de-instalaco-ideal-para-casa-escritorio-sala-de-aula-eventos-davely/p/MLB65479138
Suporte Para Projetor Hy320 Mini De Teto E Parede Ajustável Preto Leve E Resistente Com Kit De Instalação Ideal Para Casa Escritório Sala De Aula Eventos Davely Suporte Preto 127/220v;"Coloquei em meu quarto e fiz uma prateleira para adaptá-lo acima da cama, por conta disso, o som ficou ótimo, não precisarei de uma soundbar por enquanto. Funciona super bem e nas fotos, está com a resolução mínima pois a parede não é tão grande. Na resolução máxima, ele pega a parede toda e o teto.
Na claridade, não temos quase nada de imagem, serve mesmo para ambientes escuros.";5.0;20/04/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/suporte-para-projetor-hy320-mini-de-teto-e-parede-ajustavel-preto-leve-e-resistente-com-kit-de-instalaco-ideal-para-casa-escritorio-sala-de-aula-eventos-davely/p/MLB65479138
Suporte Para Projetor Hy320 Mini De Teto E Parede Ajustável Preto Leve E Resistente Com Kit De Instalação Ideal Para Casa Escritório Sala De Aula Eventos Davely Suporte Preto 127/220v;"Sem dúvidas um uns dos melhores custo benefício.
Minha opinião:.
Projetor 10/10.
Som 5/10.
Qualidade 10/10.
Configuração 9/10.
A qualidade do projetor é muito boa, minha recomendação é quanto mais escuro melhor a imagem fica, realmente é verdade o que dizem quanto mais longe pior a qualidade fica , então tenta deixa ela sempre no 80 ou 150 polegadas, o som dele não é o melhor do mundo porém ajuda bastante, se você puder investir em uma caixa de som faça isso vai te ajuda muito , o projeto é bem leve então toma cuidado pra não deixar cair no chão, as configuração são um pouco complicadas coloca um tutorial no youtube e resolve fácil, o projeto esquenta um pouquinho porém nada que atrapalhe no uso, ele fica fazendo um barulhinho de ventilação, essa foi minha primeira experiência com um projeto nesse valor ( vale muuuito a pena pode comprar sem medo).";5.0;31/05/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/suporte-para-projetor-hy320-mini-de-teto-e-parede-ajustavel-preto-leve-e-resistente-com-kit-de-instalaco-ideal-para-casa-escritorio-sala-de-aula-eventos-davely/p/MLB65479138
Suporte Para Projetor Hy320 Mini De Teto E Parede Ajustável Preto Leve E Resistente Com Kit De Instalação Ideal Para Casa Escritório Sala De Aula Eventos Davely Suporte Preto 127/220v;Pessoal vale muito a pena caso vocês queiram fazer um cinema em casa. Por ser um projetor mais simples, com menos lumes, vale a pena apenas em locais com pouca luz, ou seja, quanto mais escuro melhor a imagem. Recomendo bastante!.;5.0;10/05/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/suporte-para-projetor-hy320-mini-de-teto-e-parede-ajustavel-preto-leve-e-resistente-com-kit-de-instalaco-ideal-para-casa-escritorio-sala-de-aula-eventos-davely/p/MLB65479138
Suporte Para Projetor Hy320 Mini De Teto E Parede Ajustável Preto Leve E Resistente Com Kit De Instalação Ideal Para Casa Escritório Sala De Aula Eventos Davely Suporte Preto 127/220v;Excelente! valeu cada centavo!.;5.0;19/04/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/suporte-para-projetor-hy320-mini-de-teto-e-parede-ajustavel-preto-leve-e-resistente-com-kit-de-instalaco-ideal-para-casa-escritorio-sala-de-aula-eventos-davely/p/MLB65479138
Suporte Para Projetor Hy320 Mini De Teto E Parede Ajustável Preto Leve E Resistente Com Kit De Instalação Ideal Para Casa Escritório Sala De Aula Eventos Davely Suporte Preto 127/220v;Muito bom o produto, imagem é boa, o som é bom, não precisa de caixinha, aprovado, uma das melhores compras que já fiz.;5.0;24/04/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/suporte-para-projetor-hy320-mini-de-teto-e-parede-ajustavel-preto-leve-e-resistente-com-kit-de-instalaco-ideal-para-casa-escritorio-sala-de-aula-eventos-davely/p/MLB65479138
Suporte Para Projetor Hy320 Mini De Teto E Parede Ajustável Preto Leve E Resistente Com Kit De Instalação Ideal Para Casa Escritório Sala De Aula Eventos Davely Suporte Preto 127/220v;Excelente produto, utilizo em sala de aula durante o dia e ele cumpre bem. Se algum professor estiver em dúvida, pode comprar que pelo custo-beneficio, ele vale a pena.;5.0;30/04/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/suporte-para-projetor-hy320-mini-de-teto-e-parede-ajustavel-preto-leve-e-resistente-com-kit-de-instalaco-ideal-para-casa-escritorio-sala-de-aula-eventos-davely/p/MLB65479138
Suporte Para Projetor Hy320 Mini De Teto E Parede Ajustável Preto Leve E Resistente Com Kit De Instalação Ideal Para Casa Escritório Sala De Aula Eventos Davely Suporte Preto 127/220v;Peguei hoje muito top, ma sua estou vendo a possibilidade de comprar e tela para projeção vi alguns vídeo melhora bastante a qualidade da imagem, mas o aparelho em si é bom.;5.0;19/04/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/suporte-para-projetor-hy320-mini-de-teto-e-parede-ajustavel-preto-leve-e-resistente-com-kit-de-instalaco-ideal-para-casa-escritorio-sala-de-aula-eventos-davely/p/MLB65479138
Suporte Para Projetor Hy320 Mini De Teto E Parede Ajustável Preto Leve E Resistente Com Kit De Instalação Ideal Para Casa Escritório Sala De Aula Eventos Davely Suporte Preto 127/220v;"O projetor é bom, ideal pra cômodos pequenos, é hd (720p).
Com o projetor a no máximo 1,80m de distância a qualidade de imagem fica bem satisfatória. Não espere algo incrível, mas é decente.
O som dele na minha opinião é ruim e baixo, pra um vídeo no youtube até vai, mas pra ver um filme ou jogo tem q conectar numa caixa pra ter uma qualidade melhor.";5.0;25/04/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/suporte-para-projetor-hy320-mini-de-teto-e-parede-ajustavel-preto-leve-e-resistente-com-kit-de-instalaco-ideal-para-casa-escritorio-sala-de-aula-eventos-davely/p/MLB65479138
Suporte Para Projetor Hy320 Mini De Teto E Parede Ajustável Preto Leve E Resistente Com Kit De Instalação Ideal Para Casa Escritório Sala De Aula Eventos Davely Suporte Preto 127/220v;Funciona bem, o volume deixa a desejar muito baixo.;4.0;31/03/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/suporte-para-projetor-hy320-mini-de-teto-e-parede-ajustavel-preto-leve-e-resistente-com-kit-de-instalaco-ideal-para-casa-escritorio-sala-de-aula-eventos-davely/p/MLB65479138
Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Rosa;Fone fenomenal pelo que custa! faz uns dois anos que estou no hobby de áudio e tenho uma coleção boa de fones, precisava de um tws que me agradasse e esse foi um belo acerto. O som é ótimo, uso ele no eqs de pop, flat e bass reducer que já vem no app (não sou bass head) e ele me dá um retorno de tonalidade mais equilibrado pro meu gosto sem perder a própria personalidade de um fone mais divertido com subgraves presentes. As frequências não embolam o que foi uma surpresa muito agradável. Usei ele por umas boas 5 horas direto e a bateria continuou firme e forte! além do mais, saber que ele tem garantia e homologação pela anatel me deixa bem mais tranquila também. Estarei recomendando esses carinhas pra todos 🙏🏻.;5.0;30/06/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/fone-de-ouvido-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-app-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-rosa/p/MLB50981260
Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Rosa;Excelente fone de oubvido. A durabilidade da bateria é muito boa, a qualidade do fone é muito boa. Não estou muito surpresa por já conhecer a marca, mas por ser um fone um pouco mais barato, pensei que a qualidade não seria tão boa, me enganei. Apenas o uso prologado acabou me incomodando um pouco, mas nada demais. Utilizei para corrida, estava em dúvida se ele funcionaria bem, ele não caiu e ficou firme na orelha. As opções de aumentar o som e mudar de faixa pelo proprio fone são sensacionais. Baixando o aplicativo você consegue configurar essas questões e também habilitar algumas melhorias da qualidade do som. Recomendo muito. Utilizei inclusive para fazer reuniões de trabalho, o microfone é bom, apenas não tem o isolamento de ruído, então se estiver em um lugar muito barulhento pode não funcionar tão bem.;5.0;04/07/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/fone-de-ouvido-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-app-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-rosa/p/MLB50981260
Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Rosa;"Muito confortável, além da borrachinha que vem no fone tem a opção de mais 2 tamanhos, esta que estou usando é a menor, achei mais confortável com ela. O volume é bem alto e limpo; gostei muito do microfone dele (para um fone bluetooth está ótimo) e o app é simples e direto. Vale o investimento.";5.0;03/06/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/fone-de-ouvido-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-app-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-rosa/p/MLB50981260
Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Rosa;Produto bom, no 4° dia de uso acredito que superou minhas expectativas, tem graves, boa qualidade de som, duração de bateria dos fones e da case realmente é como citado. Pontos negativos: não tem como saber quando que a case está próxima a descarregar, os fones se desliga automaticamente depois de um tempo desconectados do bluetooth, pra evitar ficar carregando os fones sempre colocou um plástico na região dos pinos da case e no aplicativo não tem um equalizador ajustável já tem a a opções definidas. Nota 9. 0 adiante desse pontos negativos. Mas vale muito a pena comprar.;5.0;13/08/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/fone-de-ouvido-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-app-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-rosa/p/MLB50981260
Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Rosa;Que pancadão!! estou usando dia e noite!! anos luz melhor que meu jbl flex!! audio claríssimo, grave explosivo, encaixe perfeito, borrachas macias, robustez no material! compraria novamente de olhos fechados!!.;5.0;10/08/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/fone-de-ouvido-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-app-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-rosa/p/MLB50981260
Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Rosa;"Um fone autêntico pra quem é basshead.
Quem é apaixonado por graves, ouve gêneros como trap, funk, trance, hiphop. Tudo que tem o grave esse fone reproduz com uma perfeição absurda.
Ouve outro gênero? equaliza que ele se adequa a qualquer coisa que você gostar.
Simplesmente absurdo. Pelo valor, não vai encontrar nada parecido nem próximo disso.
- a bateria é um espetáculo à parte, ela dura muito.";5.0;04/09/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/fone-de-ouvido-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-app-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-rosa/p/MLB50981260
Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Rosa;Qualidade de som incrível, na medida em tudo visual na orelha ficou legal tbm, mandei essas fotos pra mostrar como fica.;5.0;07/11/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/fone-de-ouvido-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-app-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-rosa/p/MLB50981260
Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Rosa;Mistura de graves e médios excelente, o fone é alto, conectividade muito boa, fones confortável a longo períodos, um bom fone pelo preço. Não está mais compensando importar. Podem comprar sem medo, que o fone é excelente.;5.0;01/01/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/fone-de-ouvido-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-app-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-rosa/p/MLB50981260
Fone De Ouvido In Ear Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Branco;Muito bom, som bem equilibrado. Gosto de algo com grave mais presente e médios mais definidos, mas pelo preço vale a pena.;5.0;14/07/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/fone-de-ouvido-in-ear-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-branco/p/MLB43397587
Fone De Ouvido In Ear Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Branco;"Perfeitooooo!!!!.
Se tivesses mais estrelas eu com certeza daria. Som impecável e bem alto, funciona perfeitamente em ligação consigo ouvir claramente e a pessoa do outro lado também é da pra enviar áudios de whatsapp que ficam perfeitos sem aqueles ruídos. Comprem sem medo pois vale cada centavo.";5.0;24/10/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/fone-de-ouvido-in-ear-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-branco/p/MLB43397587
Projetor Smart Portátil Full Hd 4k Bluetooth Wifi Cor Branco Android 11.0 5g Tv Cinema Em Casa Several Importados 127/220v;Essa compra foi uma excelente surpresa, o projetor tem uma qualidade melhor do que a esperada. A imagem é nítida, o som que vi reviews negativos se apresentou bem alto e de qualidade, o projetor parece ser resistente dentro do possível. Recomendo bastante, inclusive, não tive nenhum problema com a instalação da netflix, o aplicativo já veio baixado e consegui conectar normalmente (vi alguns reviews de pessoas que não conseguiram, mas aqui foi normal). Recomendo a compra, muito bom o custo benefício (paguei 130 com cupom).;5.0;19/12/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/projetor-smart-portatil-full-hd-4k-bluetooth-wifi-cor-branco-android-110-5g-tv-cinema-em-casa-several-importados/p/MLB54073273
Projetor Smart Portátil Full Hd 4k Bluetooth Wifi Cor Branco Android 11.0 5g Tv Cinema Em Casa Several Importados 127/220v;Um ótimo custo benefício real, imagens muito boas, prático e fácil de usar. Pra streaming tipo netflix é preciso mexer bem nele e procurar uns vídeos pra funcionar. Já o demais foi um ótimo investimento. Estou super feliz com minha compra.;4.0;21/11/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/projetor-smart-portatil-full-hd-4k-bluetooth-wifi-cor-branco-android-110-5g-tv-cinema-em-casa-several-importados/p/MLB54073273
Projetor Smart Portátil Full Hd 4k Bluetooth Wifi Cor Branco Android 11.0 5g Tv Cinema Em Casa Several Importados 127/220v;Produto bom, áudio deixa a desejar, mas temos uma mini jbl que fica perfeito. O foco não é tão bom, mas com o tempo nem se percebe.;5.0;01/10/2025;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_12-38.csv;1771947537.366894;https://www.mercadolivre.com.br/projetor-smart-portatil-full-hd-4k-bluetooth-wifi-cor-branco-android-110-5g-tv-cinema-em-casa-several-importados/p/MLB54073273
Projetor Smart Portátil Full Hd 4k Bluetooth Wifi Cor Branco Android 11.0 5g Tv Cinema Em Casa Several Importados 127/220v;Pra mim, está sendo maravilhoso! geralmente só o uso a noite, de 2 a 3 horas por dia. Top!.;5.0;18/10/2024;data/resultados_ml\mais_vendidos_ml_FULL_2026-02-d_10-26.csv;1770297965.8255656;https://www.mercadolivre.com.br/projetor-smart-portatil-full-hd-4k-bluetooth-wifi-cor-branco-android-110-5g-tv-cinema-em-casa-several-importados/p/MLB54073273
