Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Nota Comentário;Data Comentário;Comentário;Link
48;6;INFORMÁTICA;MLB42485998;Alexa Amazon Echo Pop Smart Assistente Virtual Cor Lavanda C2h4r9;327,90;4,9;26236;5;07/08/2023;A alexa e suas echos são maravilhosas mas vou deixar alguns pontos. Eu tenho uma echo dot 3 e tenho uma echo show também. Assim que abri a caixa a primeira coisa que percebi foi o plástico, o material, não é o mesmo, achei mais inferior. Também notei o peso, mais leve. Mas sei que essa echo pop é mais simples, mais barata, mais enxuta em relação as outras. Espero que a amazon não diminua de qualidade. Antes de comprar vi na internet que o som dessa echo pop era melhor. Em relação a que eu tenho, a echo dot 3, não é. Segurando as duas, a echo dot 3 e essa echo pop é notório a qualidade do material, do plástico, o peso. A echo dot 3 é melhor. Dependendo da folga no bolso acho que é melhor procurar uma echo dot 5.;https://www.mercadolivre.com.br/alexa-amazon-echo-pop-smart-assistente-virtual-cor-lavanda-c2h4r9/p/MLB42485998
49;7;INFORMÁTICA;MLB23248364;Mouse Pad Mesa Grande Ergonomico Couro S/ Caramelo Slim 3mm Bordas Costuradas Resistente 90x40cm Eddias Speed Slim Office Minimalista;44,49;4,8;8502;5;14/05/2023;O produto é muito bom, um pouco mais escuro do que pensei, mas ainda é bem bonito, assim como a qualidade dos pontos na bainha. Retos e igualmente espaçados. O meu veio enrolado e após um dia já não havia mais marcas no couro, que embora bastante fino é de qualidade, não desliza na mesa e permite que o mouse deslize sobre ele sem problemas. O descanso de copos idem. Recomendo.;https://www.mercadolivre.com.br/mouse-pad-mesa-grande-ergonomico-couro-s-caramelo-slim-3mm-bordas-costuradas-resistente-90x40cm-eddias-speed-slim-office-minimalista/p/MLB23248364
50;8;INFORMÁTICA;MLB38480196;Papel Fotográfico A4 80g Glossy 100 Folhas Adesiva;45,00;4,9;33468;5;20/07/2023;Já tinha comprado aqui na minha cidade há alguns anos atrás pensei que tinha deixado de fabricar, mas encontrei aqui no ml vou ver se ainda mantém a mesma qualidade.;https://www.mercadolivre.com.br/papel-fotografico-a4-80g-glossy-100-folhas-adesiva/p/MLB38480196
51;9;INFORMÁTICA;MLB54419409;Filamento Elegoo Rapid Pla+ 2kg 1,75mm Mega Velocidade 600ms Cor Braco E Preto;243,63;4,9;999;5;27/01/2025;Se vc quer um filamento que não te da dor de cabeça alguma , esse é o filamento. Taxa de desperdício baixíssima como podem ver na imagem , em 1kg o desperdício foi esse que seria o primeiro corte e o final do filamento quando sai do sensor de filamento. Ótimo custo benefício e recomendo com total certeza !!!.;https://www.mercadolivre.com.br/filamento-elegoo-rapid-pla-2kg-175mm-mega-velocidade-600ms-cor-braco-e-preto/p/MLB54419409
52;1;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB50981260;Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Rosa;166,19;4,9;4730;5;30/06/2025;Fone fenomenal pelo que custa! faz uns dois anos que estou no hobby de áudio e tenho uma coleção boa de fones, precisava de um tws que me agradasse e esse foi um belo acerto. O som é ótimo, uso ele no eqs de pop, flat e bass reducer que já vem no app (não sou bass head) e ele me dá um retorno de tonalidade mais equilibrado pro meu gosto sem perder a própria personalidade de um fone mais divertido com subgraves presentes. As frequências não embolam o que foi uma surpresa muito agradável. Usei ele por umas boas 5 horas direto e a bateria continuou firme e forte! além do mais, saber que ele tem garantia e homologação pela anatel me deixa bem mais tranquila também. Estarei recomendando esses carinhas pra todos 🙏🏻.;https://www.mercadolivre.com.br/fone-de-ouvido-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-app-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-rosa/p/MLB50981260
53;2;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB37682640;Alexa Echo Pop Cor Verde Amazon C2h4r9;399,99;4,9;26236;5;07/08/2023;A alexa e suas echos são maravilhosas mas vou deixar alguns pontos. Eu tenho uma echo dot 3 e tenho uma echo show também. Assim que abri a caixa a primeira coisa que percebi foi o plástico, o material, não é o mesmo, achei mais inferior. Também notei o peso, mais leve. Mas sei que essa echo pop é mais simples, mais barata, mais enxuta em relação as outras. Espero que a amazon não diminua de qualidade. Antes de comprar vi na internet que o som dessa echo pop era melhor. Em relação a que eu tenho, a echo dot 3, não é. Segurando as duas, a echo dot 3 e essa echo pop é notório a qualidade do material, do plástico, o peso. A echo dot 3 é melhor. Dependendo da folga no bolso acho que é melhor procurar uma echo dot 5.;https://www.mercadolivre.com.br/alexa-echo-pop-cor-verde-amazon-c2h4r9/p/MLB37682640
54;3;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB62446516;Fone Gatinho Sem Fio Com Led Bluetooth Infantil Meninas Gato Cor Azul;38,92;4,8;714;5;20/11/2025;Minha filha amou !.;https://www.mercadolivre.com.br/fone-gatinho-sem-fio-com-led-bluetooth-infantil-meninas-gato-cor-azul/p/MLB62446516
55;4;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB54094901;Mini Caixa De Som Bluetooth Caixinha Som Portátil Potente Tws Com Rádio Rgb Inova Cases Caixinha Bluetooth À Prova D'água Ipx67 Cor Verde;75,60;4,7;1206;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/mini-caixa-de-som-bluetooth-caixinha-som-portatil-potente-tws-com-radio-rgb-inova-cases-caixinha-bluetooth-prova-dagua-ipx67-cor-verde/p/MLB54094901
56;5;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB27174916;Fone De Ouvido Sem Fio Bluetooth F9-5 Pares Som Imersivo Powerbank Moderno Bateria Longa Duração Academia Compativel Com Todos Celulares;25,89;4,3;5976;5;20/10/2025;Gostei do fone. O que me fez comprá-lo foi o design dele: bem prático e bonito, com a case transparente e a cor escura. A bateria dura bem, tanto a da case quanto a carga dos fones. Eu carrego a case em média 2 vezes por semana, aí com isso vai mantendo a carga dos fones. Os fones, apesar de serem intra auricular (nem sei se é assim que fala rsrs), são confortáveis e não machucam ou incomodam o ouvido. Quanto a potência o som, não esperem muito, pois, mesmo com o volume do celular no máximo, não tampa os ruidos além de ser baixo. Um problema que veio no meu que o visor não mostra o quanto de bateria já está carregado no fones, mas vi outros reviews m outra plataforma que o normal é indicar. Mas não algo que prejudica, pois quando termina de carrega, os leds da case apagam, aí dá pra saber que carregou tudo. No demais, eu estou muito satisfeito com essa compra. Gostei demais desses fones. Ainda mais no quesito duração de carga.;https://www.mercadolivre.com.br/fone-de-ouvido-sem-fio-bluetooth-f9-5-pares-som-imersivo-powerbank-moderno-bateria-longa-duraco-academia-compativel-com-todos-celulares/p/MLB27174916
57;6;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB25107314;Fone De Ouvido Retorno De Palco Qkz Ak6 Com Microfone + Case Cor Violeta;34,98;4,8;10698;5;21/06/2024;Minecraft.;https://www.mercadolivre.com.br/fone-de-ouvido-retorno-de-palco-qkz-ak6-com-microfone-case-cor-violeta/p/MLB25107314
58;7;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB25844655;Fone De Ouvido Bluetooth P/ Celular Sem Fio Kaidi Tws Kd-771 Cor Rosa Powerx;53,76;4,7;16494;5;27/04/2024;Comprei com receio pq vi uns comentários dizendo que era baixo. Gente ???? é tão alto que o volume mais alto chega a tremer o cérebro hahaha super alto, graves maravilhosos, som limpinho e nítido. Bateria tá durando bastante sem contar que é lindinho e é bem pequenininho. Amei demais valeu muito a pena.;https://www.mercadolivre.com.br/fone-de-ouvido-bluetooth-p-celular-sem-fio-kaidi-tws-kd-771-cor-rosa-powerx/p/MLB25844655
60;9;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB42487790;Fone Ouvido Sem Fio Soundcore P30i Gamer Bluetooth 5.4 Cancelamento De Ruído Ativo Adaptativo Multiponto 4 Microfones Cor Azul Graves Potentes 45h Bateria Ip54 App Controle Confortável Estojo 2 Em 1;233,35;4,9;1769;5;08/07/2025;Já é o segundo fone da soundcore que compro, muito bom, o primeiro tem 4 anos uso todo dia, nunca deu problema, qualidade excelente.;https://www.mercadolivre.com.br/fone-ouvido-sem-fio-soundcore-p30i-gamer-bluetooth-54-cancelamento-de-ruido-ativo-adaptativo-multiponto-4-microfones-cor-azul-graves-potentes-45h-bateria-ip54-app-controle-confortavel-estojo-2-em-1/p/MLB42487790
61;10;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB54435122;Projetor Smart Portátil Several Importados Full Hd 4k Android 11 Wi-fi Bluetooth Mini Projetor Home Theater Cinema Em Casa Cor Branco Imagem Nítida Som Potente Compatível Com Diversos Dispositivos;186,20;4,7;16575;4;16/09/2025;Um projetor grande e pesado. A imagem cumpre o papel. Tem som integrado dele (não é um som 100% limpo) mas também não é nada incomodo. Aconselho conectar uma caixinha nas entradas atrás. Como todo projetor ele esquenta! ai vai uma dica. Quando desliga-lo faça isso pelo controle. Espere ele esfriar por 5 minutos. Depois tire da tomada. Isso prolonga a vida útil da lente.;https://www.mercadolivre.com.br/projetor-smart-portatil-several-importados-full-hd-4k-android-11-wi-fi-bluetooth-mini-projetor-home-theater-cinema-em-casa-cor-branco-imagem-nitida-som-potente-compativel-com-diversos-dispositivos/p/MLB54435122
62;11;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB50147982;Caixa De Som Portátil Bluetooth Sabala Dr-901 Cor Azul 127/220v;103,00;4,9;724;5;27/10/2025;Potência e qualidade surreal, não esperava tanto, tenho jbl, e ela bateu a flip com distinção e honraria, pode comprar feliz, tenho tbm uma maior da sabala, simplesmente substituiu meu home theater (não esta ok, a outra maior).;https://www.mercadolivre.com.br/caixa-de-som-portatil-bluetooth-sabala-dr-901-cor-azul/p/MLB50147982
63;12;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB57492226;Samsung Galaxy Buds Core, Fone De Ouvido, Sem Fio, Cancelamento De Ruído, Interprete Inteligente Branco;264,23;4,9;2784;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/samsung-galaxy-buds-core-fone-de-ouvido-sem-fio-cancelamento-de-ruido-interprete-inteligente-branco/p/MLB57492226
64;13;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB45890837;Basike Fone De Ouvido Bluetooth Esportivo Tws Branco Moderno - Fones Com Conexão Rápida, 60h Bateria, Ipx5 À Prova D'água Para Academia, Corrida, Treinos;189,78;4,7;2998;5;12/06/2025;Eu pesquisei muito sobre esse fone, não tinha reviews nem feedbacks, mas as especificações me chamaram atenção então decidi comprar. E olha, realmente me surpreendeu! a qualidade do som é excelente, o acabamento dele também é super caprichado, e pra quem tem problema com o fone que entra dentro do ouvido é excelente, ele só encaixa, além de confortável é mais higiênico. Realmente ele não cai quando faz movimentos bruscos, foi tratado em corrida. A bateria dura muito, só não testei a parte a prova d'água que menciona. Mas valeu a pena, vou comprar mais um pra mim, esse foi presente de dia dos namorados.;https://www.mercadolivre.com.br/basike-fone-de-ouvido-bluetooth-esportivo-tws-branco-moderno-fones-com-conexo-rapida-60h-bateria-ipx5-prova-dagua-para-academia-corrida-treinos/p/MLB45890837
65;14;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB50181223;Fone Qcy Buds T43 Bluetooth 5.3 Enc Ipx4 Cor Branco;149,90;4,8;1026;5;21/07/2025;"O fone é muito bonito e extremamente bom. A qualidade do som é excelente, porém em um volume alto vaza um pouco, mas não distorce a qualidade do áudio. A bateria é com certeza o ponto forte do fone, tanto a do fone quanto ao da caixinha (dura semanas). Minhas orelhas são pequenas, então acaba que as vezes ele fica meio que solto ;( mas nada que atrapalhe o uso.";https://www.mercadolivre.com.br/fone-qcy-buds-t43-bluetooth-53-enc-ipx4-cor-branco/p/MLB50181223
66;15;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB48959123;Projetor Hy320 Davely Smart Tv Android Wifi6 390 Ansi Lumens Full Hd 4k Mini Projetor Portátil Preto Com Controle Remoto;228,33;4,5;12001;5;12/05/2025;É simplesmente inacreditável. Uma qualidade muito boa pro valor. Estou projetando no quarto, mais precisamente no teto branco. Porém também testei na parede. Incrível. Só o som que obviamente não é um home theather, recomendo parear uma caixa de som bluetooth. Utilizo o projetor com um firestick da amazon, pois assim não utilizo o processamento do projetor, evitando que ele esquente mais. Recomendo!!!!.;https://www.mercadolivre.com.br/projetor-hy320-davely-smart-tv-android-wifi6-390-ansi-lumens-full-hd-4k-mini-projetor-portatil-preto-com-controle-remoto/p/MLB48959123
67;16;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB51539641;Projetor Smart Portátil Full Hd 4k Bluetooth Wifi Cor Branco Android 11.0 5g Tv Cinema Em Casa Imagem Nítida Compatível Com Diversos Dispositivos Hy300 Vlx;175,73;4,7;10439;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/projetor-smart-portatil-full-hd-4k-bluetooth-wifi-cor-branco-android-110-5g-tv-cinema-em-casa-imagem-nitida-compativel-com-diversos-dispositivos-hy300-vlx/p/MLB51539641
68;17;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB40558796;Fone De Ouvido Headphone Dapon H02d Bluetooth 5.1 Over-ear 22 Horas De Bateria Bege;78,90;4,9;32157;5;31/03/2025;Além de ser lindo e dá uma diferenciada no look ele é muito bom, material de qualidade som e bateria excelente! passa mais de 20 dias carregado, e eu sempre escuto ele no volume máximo… só comprem.;https://www.mercadolivre.com.br/fone-de-ouvido-headphone-dapon-h02d-bluetooth-51-over-ear-22-horas-de-bateria-bege/p/MLB40558796
69;18;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB43840704;Fone De Ouvido Qcy Ht08 Melobuds Pro Anc Conexão Multiponto Cor Dourado;352,90;4,8;6115;5;30/01/2025;Muito bom, precisa equalizar lá no app para o som ficar melhor, o modo padrão é bem sem graça e o bass tem muito grave, aqui uma sugestão de configuração: (4, 3, 1, -3, -1, 0, 1, 2, 5, 4) na ordem do 31, 62, 125, 250, 500, 1k, 2k, 4k, 8k, 16k.;https://www.mercadolivre.com.br/fone-de-ouvido-qcy-ht08-melobuds-pro-anc-conexo-multiponto-cor-dourado/p/MLB43840704
70;19;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB23172020;Fone De Ouvido Profissional Com Retorno De Palco E Microfone Ak6 - Qkz;34,82;4,8;7028;5;30/05/2021;Nossa cara impressionante, eu não esperava tanta qualidade em um fone, ele parece que tem compressor, então ele não distorce o som, e tem bastante grave, sem perde o médio e o agudo, e isso pra mim é o mais top, porquê eu toco baixo, e por isso fiquei impressionado, porque preciso dos grave e os outros fone não aguentava, um fone tão barato pra uma qualidade top, sem comparações aos outros fone da propia kz, recomendo muito, e outra, fiquei mais feliz ainda com a entraga, precisava toca sábado e precisava do fone, e meu fone tava marcado pra chega só segunda, quando to saindo de casa pra viaja no sábado, meu fone chegando, chego 2 dias antes do previsto. Parabéns kz.;https://www.mercadolivre.com.br/fone-de-ouvido-profissional-com-retorno-de-palco-e-microfone-ak6-qkz/p/MLB23172020
71;20;ELETRÔNICOS, ÁUDIO E VÍDEO;MLB19582819;Caixa De Som Amplificada Bluetooth 250w Cm250 Cor Preto Mondial;247,00;4,7;28244;5;11/05/2023;Da pra incomodar os vizinhos 🤣🤣muito satisfeita!.;https://www.mercadolivre.com.br/caixa-de-som-amplificada-bluetooth-250w-cm250-cor-preto-mondial/p/MLB19582819
72;1;ESPORTES E FITNESS;MLB18510398;Suplemento Em Pó Dux Nutrition Whey Protein Concentrado Proteínas Whey Protein Concentrado Sabor Coco Em Sachê De 28g;19,80;4,9;34365;5;22/11/2023;Fiquei na dúvida devido os comentário ! entrei em contato com o fabricante que pediu algumas informações, e disseram que é verídico sim !.;https://www.mercadolivre.com.br/suplemento-em-po-dux-nutrition-whey-protein-concentrado-proteinas-whey-protein-concentrado-sabor-coco-em-sach-de-28g/p/MLB18510398
73;2;ESPORTES E FITNESS;MLB29328515;Tênis New Balance 373v2 - Adulto Branco Liso 7.5 Us;336,83;4,7;983;5;22/03/2023;Produto top vou comprar de novo.;https://www.mercadolivre.com.br/tnis-new-balance-373v2-adulto/p/MLB29328515
74;3;ESPORTES E FITNESS;MLB45041578;Tênis Masculino E Feminino St Runner V4 Mesh Puma Puma Black-puma White-puma Silver Geométrico 38 Br;361,00;4,8;1012;5;15/04/2025;Tênis excelente qualidade, produto totalmente original, calço 41 e ficou perfeito até alguns milímetros maior. Então pode comprar no número que vocês usam mesmo. Loja e oficial da puma. Sinceramente tênis e confortável e bonito demais vendo pessoalmente. Não tem defeito de cola ou costura, simplesmente compra perfeita.;https://www.mercadolivre.com.br/tnis-masculino-e-feminino-st-runner-v4-mesh-puma/p/MLB45041578
75;4;ESPORTES E FITNESS;MLB45822477;Tênis Casual Puma Shuffle Masculino E Feminino Puma Black-puma Black-puma Silver Geométrico 41 Br;299,90;4,8;1876;5;06/08/2025;Ele é lindo, confortável e encaixou na medida certa, do jeito que eu gosto. Meu pé é 37/38, mas esses calçados assim prefiro optar pelo 38 pra não ficar super justo e nesse caso foi a melhor escolha. Minha intenção era usar pra treinar na academia, mas ele é tão branco que ta dando pena. Nisso eu errei kkkkk.;https://www.mercadolivre.com.br/tnis-casual-puma-shuffle-masculino-e-feminino/p/MLB45822477
76;5;ESPORTES E FITNESS;MLB56496579;Tênis Casual Masculino Court adidas Core Black Liso 38 Br;256,99;4,9;392;5;24/09/2025;Perfeito!. Só achei o cadarço um pouco pequeno mas é só não colocar no último furo (lá ele).;https://www.mercadolivre.com.br/tnis-casual-masculino-court-adidas/p/MLB56496579
77;6;ESPORTES E FITNESS;MLB62950904;Colete Wave Jogá Salva Vidas Flutuação Até 150kg Rápid Cor Preto Tamanho 110;149,00;4,7;1715;5;19/10/2024;Minha filha amou! design moderno e confortável, é leve e muito bonito.;https://www.mercadolivre.com.br/colete-wave-joga-salva-vidas-flutuaco-ate-150kg-rapid-cor-preto-tamanho-110/p/MLB62950904
78;7;ESPORTES E FITNESS;MLB46689792;Bicicleta Aro 29 Ksw 9v Freio Hidráulico Trava E K7 11/40 Cor Preto-verde Tamanho Do Quadro 17;1200,20;4,5;1733;4;18/04/2024;A bike em si é boa, porém temos alguns problemas:. 1. A caixa veio destruída (creio que possa ter sido por conta da transportadora que não tem uma fama boa). 2. A ‘gancheira’ do câmbio veio empenada, provavelmente por conta do mal transporte, mas consegui resolver levando em um profissional. 3. A pintura é fraca e não muito bem acabada, mas não chega a me incomodar. 4. O câmbio não é dos melhores. Depois de levar ao mecânico para regular, a corrente caiu pois o câmbio não dá muita pressão na corrente, a troca seria ideal. No mais, boa bicicleta, um dos melhores custos benefícios. 👍.;https://www.mercadolivre.com.br/bicicleta-aro-29-ksw-9v-freio-hidraulico-trava-e-k7-1140-cor-preto-verde-tamanho-do-quadro-17/p/MLB46689792
79;8;ESPORTES E FITNESS;MLB19690134;Whey Protein Concentrado 1kg Sabor Morango Soldiers Nutrition;138,60;4,8;13363;5;13/05/2025;Um gênio de absoluto bom gosto e bom senso, quem desenvolveu este whey. Já testei as melhores marcas e nunca, nunca achei um whey com sabor e textura que agradasse meu paladar. Sou muito enjoada, estômago fraco. Só o cheiro dos outros já me deixava enjoada, ao contrário deste que me agradou no aroma e sabor. Achei incrível gente, podem comprar sem medo, é realmente muito bom. É idêntico ao leite em pó, pode misturar na água que estará tomando um leite, se quiser bater com fruta também fica ótimo. Ele não engrossa igual aos outros que já experimentei, excelente em todos os aspectos! vou parar neste para o resto da vida. Na minha opinião, não tem whey melhor que este!.;https://www.mercadolivre.com.br/whey-protein-concentrado-1kg-sabor-morango-soldiers-nutrition/p/MLB19690134
80;9;ESPORTES E FITNESS;MLB62663990;Bicicleta Aro 29 Ksw Alumínio 24 Vel Freio A Disco Suspensão Cor Branco Tamanho Do Quadro 19;890,00;3,5;20;4;06/12/2025;Veio toda desmontada sem manual! a transportadora tratou muito mau o produto, comprei 2 e todas elas vieram com as caixas rasgadas e o quadro arranhado! a bicicleta é muito boa para o preço ofertado!.;https://www.mercadolivre.com.br/bicicleta-aro-29-ksw-aluminio-24-vel-freio-a-disco-suspenso-cor-branco-tamanho-do-quadro-19/p/MLB62663990
81;10;ESPORTES E FITNESS;MLB45427073;Chuteira Infantil Futsal Matis Xxi Penalty Preto-dourado 31 Br;92,00;4,8;1566;4;17/03/2025;Qualidade boa, ótima opção para crianças.;https://www.mercadolivre.com.br/chuteira-infantil-futsal-matis-xxi-penalty/p/MLB45427073
82;11;ESPORTES E FITNESS;MLB27908626;Tênis Masculino Caven 2.0 Puma Branco Liso 38 Br;319,00;4,8;5449;5;20/07/2024;Confortável e lindo!. Uso 36 e ficou a conta. Normalmente sempre tenho uma folguinha pouca, mas não incomoda. Muita qualidade!.;https://www.mercadolivre.com.br/tnis-masculino-caven-20-puma/p/MLB27908626
83;12;ESPORTES E FITNESS;MLB19550669;Profit Laboratórios Isolate Protein Mix Refil 900g - Profit Sabor Chocolate Chocolate Ao Leite;60,90;4,6;39542;5;03/05/2022;"Estou consumindo este whey há duas semanas e tenho tido ótimos resultados. Consumi o whey isolate gold da bodyaction por anos, mas o preço praticamente dobrou nos últimos meses, então fui buscar alternativas. Este parecia ser bom, tem uma boa quantidade se proteinas, bcaa e glutamina e resolvi provar. Na verdade, achei bem melhor do que o whey isolate gold, o que nem faria sentido porque aquele tem proteína hidrolisada e isolada, e este tem isolada e concentrada. Porém, o pó é bem mais fino e eu sinto a digestão muito mais rápida. O whey não fica pesando no meu estômago, no começo estranhei bastante a sensação de ""estômago vazio"" por ter me acostumado com o outro. O meu intestino também voltou a funcionar normalmente, sem probióticos. E os resultados na musculação continuam ótimos, continuo evoluindo muito bem com um produto mais barato. O sabor de côco é ok. Não é gostoso, me lembra um pouquinho algo azedo, mas para um suplemento que eu misturo com aveia, linhaça e frutas está bom. Recomendo a todos!.";https://www.mercadolivre.com.br/profit-laboratorios-isolate-protein-mix-refil-900g-profit-sabor-chocolate/p/MLB19550669
84;13;ESPORTES E FITNESS;MLB18725310;Creatina Monohidratada 1kg Soldiers Nutrition 100% Pura Importada Alta Performance Músculo Treino;68,34;4,8;398866;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/creatina-monohidratada-1kg-soldiers-nutrition-100-pura-importada-alta-performance-musculo-treino/p/MLB18725310
85;14;ESPORTES E FITNESS;MLB19050069;Bicicleta Aro 29 Krw Alumínio 24 Vel Freio A Disco X42 Cor Preto/laranja Fosco Tamanho Do Quadro 17;807,00;4,6;16518;5;19/10/2024;Tenho 1,53 de altura e arrisquei na aro 29 e com certeza foi minha melhor escolha, ficou no tamanho ideal, o modelo dela a cor veio exatamente como eu escolhi, e recomendo vocês terem cuidado na escolha da cor pq muda o design. Ela e maravilhosaa veio todas as peças tudo em perfeito estado só comprem. Já tenho 1 mês com a minha e esperei pra poder dar a mh opinião.;https://www.mercadolivre.com.br/bicicleta-aro-29-krw-aluminio-24-vel-freio-a-disco-x42-cor-pretolaranja-fosco-tamanho-do-quadro-17/p/MLB19050069
86;15;ESPORTES E FITNESS;MLB57816761;Linha De Pesca Multifilamento 500m Pe 4 Fios Super Forte X4 Cor Multicolor-0.40mm-30kg-6.0;59,62;4,8;2788;5;18/10/2024;Esse produto é ótimo, mesmo quando chove, ele não molha não mancha e né suja a linha top mesmo show de bola recomendo muito 🎣🫱🏾‍🫲🏽.;https://www.mercadolivre.com.br/linha-de-pesca-multifilamento-500m-pe-4-fios-super-forte-x4-cor-multicolor-040mm-30kg-60/p/MLB57816761
87;16;ESPORTES E FITNESS;MLB53186400;Chuteira Masculina Society Tornado Penalty Azul-turquesa 41 Br;115,90;4,7;1873;5;29/12/2021;Chuteira de ótima qualidade, já usei e até ganhei o título do torneio rsrsrsrsrs.;https://www.mercadolivre.com.br/chuteira-masculina-society-tornado-penalty/p/MLB53186400
88;17;ESPORTES E FITNESS;MLB45730037;Tênis Masculino Puma Caven 2.0 Adulto Puma Black-puma White-puma Silver Geométrico 41 Br;347,99;4,8;394;5;29/06/2025;Muito top.;https://www.mercadolivre.com.br/tnis-masculino-puma-caven-20-adulto/p/MLB45730037
89;18;ESPORTES E FITNESS;MLB47178822;Tenis Feminino Duality 2 Fila Rose/marinho/grafite Liso 36 Br;349,72;4,8;539;4;12/03/2025;Até pensei em trocar por algum mais barato, mais quando viram disseram. Que lindooo. Aí eu fiquei com ele,, pq mereço pq sim.;https://www.mercadolivre.com.br/tenis-feminino-duality-2-fila/p/MLB47178822
90;19;ESPORTES E FITNESS;MLB37726317;Bicicleta Aro 29 Gts Dexter 24 Marchas Freio A Disco Cor Vermelho Ferrari Com Preto Tamanho Do Quadro 17;918,45;4,6;2312;5;07/08/2025;Minha opinião, uma semana com a bicicleta pedalando 20km por dia em média. Hoje, precisei trocar o passador de marcha dianteiro e os pedais quebraram os dois no parafuso ( quebrou o parafuso) lembrando que sempre usando moderadamente sem abusar da bike. Sabemos que é uma bicicleta de entrada, mas a marca poderia mandar itens com um pouco mais de qualidade.;https://www.mercadolivre.com.br/bicicleta-aro-29-gts-dexter-24-marchas-freio-a-disco-cor-vermelho-ferrari-com-preto-tamanho-do-quadro-17/p/MLB37726317
91;20;ESPORTES E FITNESS;MLB47889836;Tênis Casual Masculino Rebound V6 Low Puma Puma White-chocolate-alpine Snow Geométrico 40 Br;306,99;4,8;729;4;24/07/2025;"O tênis é muito bonito, de fato. Fica bem justo no pé. Bom. Se você tem o pé largo, não compre esse tênis, ele é mais pra quem tem o pé mais fino. A única coisa não gostei foi desse acabamento na parte de dentro, a costura tá rasgada; é até aceitável pelo fato de que a palmilha cobre. Mas se fosse uma pessoa muito exigente, com certeza iria devolver. Mas pra mim tá mais ou menos de boa, fiquei um pouco chateado quando vi esse defeito, mas não vou devolver o tênis.";https://www.mercadolivre.com.br/tnis-casual-masculino-rebound-v6-low-puma/p/MLB47889836
92;1;ACESSÓRIOS PARA VEÍCULOS;MLB11977000;Capacete Para Moto Pro Tork Sport Moto 788 Cor Amarelo Tamanho Do Capacete 58;103,45;4,6;14781;5;20/05/2023;Já é o 4º capacete que comprei da pro tork, os anteriores foram para os netos que pegavam emprestado e não devolviam 🤙#vóperdeu rsrsrs. Tenho outro q comprei com detalhes rosa só pra eles não pedirem #vónaoéboba kkkkkk.;https://www.mercadolivre.com.br/capacete-para-moto-pro-tork-sport-moto-788-cor-amarelo-tamanho-do-capacete-58/p/MLB11977000
93;2;ACESSÓRIOS PARA VEÍCULOS;MLB18464312;Capacete Moto Aberto Pro Tork New Liberty Three Laranja Tamanho 56 Desenho Solid Viseira Cristal Sólido Brilhante;136,90;4,7;51480;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/capacete-moto-aberto-pro-tork-new-liberty-three-laranja-tamanho-56-desenho-solid-viseira-cristal/p/MLB18464312
